start	end	text
0	26920	Bueno, primero vamos a hablar de lenguajes regulares. Ustedes hicieron el curso de teoría
26920	32760	de lenguajes y este año generalmente damos una introducción más teórica a lenguajes
32760	38920	regulares. Este año decidí cortar esa parte porque en realidad ustedes ya sufrieron bastante
38920	45800	a Prada y además y compañías en todos esos temas de lenguajes regulares y sus propiedades
45800	52960	teóricas y propiedades de clausura y sus diferentes modelos. Hoy vamos a dar solo un repaso acá para
52960	59400	nivelar un poco porque son del tipo de métodos que forman la base de otra cantidad y que para
59400	70000	algunas tareas aplican directamente. Y arranco con esta frase porque como yo decía creo en la primera
70000	81840	en la primera clase Chonky por allá por 1957 mostró que el inglés no era pues no era
81840	87920	susceptible de ser representado con automatas finitos y eso hizo que la investigación en este
87920	91800	tipo de automatas en el procedimiento de lenguajes natural se tuviera como oportunitas años digamos
91800	98600	y después volvieron. Ahora vamos a hablar un poquito más de eso pero ¿qué son? ¿qué son los
98600	104960	lenguajes regulares? Me queda el elegísimo el teclado de acá. ¿Por qué nos interesa los lenguajes
104960	110280	regulares? Porque esencialmente la visto como herramienta para el procedimiento de lenguajes
110280	119480	natural son una herramienta para especificar texto mediante patrones. Es decir yo quiero
119480	127800	especificar un conjunto de textos con una expresión sola y generalmente puede utilizar
127800	136080	expresiones regulares. Si yo quiero expresar todas las palabras que empiezan con C tengo que
136080	149200	expresar de alguna forma algo como le voy a poner en P.C punto asterisco. Es una C seguida de cualquier
149200	155000	cosa cualquier cantidad de veces. Ahora vamos a ver un poco más de eso pero esencialmente es una
155000	159840	forma de expresar muchas y quiero encontrar en un texto todas las palabras que aparecen que empiezan
159840	168320	con mayúscula y terminan con A sí voy a poner una cosa como H con H mayúscula que dice cualquier
168320	176560	cosa terminan con A. ¿De acuerdo? Ya me aparecen algunas cosas como bueno pero acá tiene que haber
176560	184600	no haber espacios en el medio por ejemplo ¿no? Pero y toda una serie de discusiones pero lo importante
184600	194040	es que yo puedo expresar conjuntos un patrón a través de una expresión. Un conjunto de texto
194040	200640	a partir de un patrón. Tienen expresividad limitada ¿se acuerdan de la jerarquía Chonki? No, es decir
200640	208560	nosotros tenemos los los lenguajes regulares, los lenguajes libres de contexto y los lenguajes
208560	216440	recursivamente enumerables por acá afuera. Los lenguajes regulares son solo un subconjunto
216440	220320	de los lenguajes pero antes ¿qué son los lenguajes? ¿qué son los lenguajes formales? ¿se acuerdan
220320	226400	lo que eran los lenguajes formales? ¿a quién se acuerda? Yo tengo un alfabeto finito de símbolos
227560	237960	¿sí? Defino tiras de símbolos de acuerdo y los lenguajes son un subconjunto de las tiras
237960	243560	que yo puedo formar sobre ese alfabeto. Solamente eso, es un conjunto de tiras, conjunto de palabras.
246560	252680	Los lenguajes regulares solo hay uno de los lenguajes son regulares en tanto pueden ser
252680	259080	expresados de la forma que lo vamos a ver ahora con este tipo de expresiones regulares. O sea,
259240	268920	no puedo expresar cualquier cosa con lenguajes regulares. Por ejemplo, el ejemplo de manual es
268920	277920	que yo no puedo expresar cosas de la forma igual cantidad de as que debes. ¿sí? Esto no lo puedo
277920	283960	expresar con lenguajes regulares. Miran con cara, esto lo debían saberlo. No puedo expresar cosas
283960	291120	como ésta. Una tía y su reverso. Eso no lo puedo expresar con expresiones regulares. Tiene
291120	297000	presión limitada, pero a cambio de eso son muy, muy, muy, muy eficientes. Es decir,
297000	302800	típicamente cuando yo quiero hacer algo, hacer una búsqueda eficiente de algo en un texto,
302800	307080	si lo logro expresar esa búsqueda con una expresión regular sé que lo voy a encontrar
307080	314520	de una forma muy eficiente. Si lo vuelvo determinístico, incluso de orden,
314520	322400	en el largo de la palabra que te buscan. ¿te acuerdo? Y son fácilmente adaptables para
322400	331920	buscar un patrón en un corpus. Si yo tengo que buscar un texto como en Unix, con Grep,
332920	338920	o en un editor de texto cuando controlo de buscar o lo que sea. Si yo lo puedo
338920	342200	especificar con un patrón, generalmente nosotros ponemos una palabra que de última es un patrón
342200	348600	sencillo que solamente expresa una suntira. Pero yo podría, casi todos los editores
348600	353780	profesionales permiten buscar expresiones regulares. Especificar esos patrones para
353780	358040	buscar. Y casi todos los lenguajes, de hecho creo que todos los lenguajes de programación
358080	363400	hoy en día tienen forma de especificar expresiones regulares. Por ejemplo, si yo tengo un problema
363400	368480	de programación y quiero decir, bueno, si lo que encuentro es una url y quiero expresar
368480	371880	una url de alguna forma, lo expreso con una expresión regular. No voy a escribir toda
371880	377120	la url del mundo o que me pueden aparecer. ¿te entiendes? Es decir, yo estoy especificando
377120	383760	conjuntos. Y esas expresiones regulares son fácilmente adaptables para buscar un corpus.
383920	389320	Ahora vamos a ver lo que es un corpus devolviendo todas las ocurrencias del patrón. Un corpus
389320	394000	para el pensamiento del lenguaje natural es una cosa muy utilizada y es nuestra base
394000	404640	de trabajo, es un conjunto de textos. Nosotros llamamos corpus o el plural córpora cuando
404640	410600	hablamos de un conjunto de textos. Si yo tengo un conjunto de textos, eso es un corpus. Ahora
410600	414320	vamos a hablar un poquito más de corpus. Vamos a volver a hablar de corpus, pero por
414320	424040	ahora lo que estamos hablando es que tengo textos. Bien, ¿qué pasa? Los lenguajes regulares
424040	429880	están completamente estudiados y yo diría que podrían considerarse un problema resuelto.
429880	439680	Se vienen al curso de teoría de lenguajes y saben lo que un ingeniero tiene que saber
439680	451360	sobre lenguajes regulares y eso está en un libro de 1979. Y de hecho toda la teoría
451360	459280	es anterior al año 1970, si no me equivoco, ¿de acuerdo? O sea que están muy bien estudiados
459280	463800	y además están desde UNIX incorporados los lenguajes de programación. UNIX ya venía
