start	end	text
0	26680	En la clase de hoy, vamos a ver un tema nuevo que es el de los modelos de lenguaje.
27680	35680	Si se acuerdan a la clase pasada, vimos dos temas que eran bastante diferentes.
35680	44680	El de los traductores para resolver el tema de la morfología de estado finito, unos artefactos
44680	54680	de estado finito que permiten resolver temas a través de un método de reglas.
54680	70680	Y de esa forma resuelvo el tema de convertir de la palabra a su análisis y viceversa.
70680	74680	En la segunda parte vimos un método que era bastante diferente de su concepción,
74680	81680	que es su método estadístico, que lo que hace era aplicando el modelo del canal ruidoso,
81680	87680	aproximarse al problema de corregir errores ortográficos.
87680	95680	Cuando yo hablo de un modelo probabilista, lo que estoy diciendo es que además de, por ejemplo,
95680	103680	clasificar o sugerir una solución, lo que hace es asignarle probabilidades a las posibles respuestas.
103680	110680	Un método probabilista, típicamente no da una respuesta, sino que devuelve una distribución de probabilidad.
110680	120680	Es decir, si yo tengo varios eventos posibles, una distribución de probabilidad es un número
120680	128680	entre 0 y 1 que yo asigno a cada evento posible, de forma que la suma de todos los eventos dan 1,
128680	130680	eso es lo que llamamos una distribución de probabilidad.
130680	134680	Entre 0 y 1 son todos, son todos mayores o iguales que 0, menores y iguales que 1,
134680	137680	y además su suma da 1, eso es una distribución de probabilidad.
137680	140680	0, 5, 0, 25, 0, 25 es una distribución de probabilidad.
140680	146680	Si el evento 1 tiene probabilidad 0, 5, el otro 0, 25, y el otro 0, 25, eso es una distribución de probabilidad.
146680	150680	Si no suma a un 1, no son una distribución de probabilidad.
150680	157680	Y si yo, por ejemplo, tengo un evento que ocurre 10 veces, si por ejemplo hago conteo de frecuencia,
157680	161680	por ejemplo, no digo hay un evento 1 que ocurre 10 veces,
161680	168680	hay un evento 2 que ocurre 5 y hay un evento 3 que ocurre 5.
168680	178680	Eso no es una distribución de probabilidad, porque esto no está entre 0 y 1, porque no suman 1.
178680	185680	¿Cómo hago yo para convertir esto en una distribución de probabilidad?
186680	191680	Lo que hago es dividir por el total de ocurrencias, ¿verdad?
191680	202680	Que en este caso es 20 y eso me da la proporción respecto a 1,
202680	204680	y eso es siempre una distribución de probabilidad.
204680	209680	Esto se llama normalizar para obtener una probabilidad.
209680	215680	Esto ustedes lo van a ver que lo vamos a ver en varias veces.
215680	225680	El método de este corrección utilizaba fuertemente la regla de Valles para modelar la situación.
225680	230680	Hasta ahora hemos hablado en todas las cosas que hemos tratado de palabras aisladas.
230680	233680	La morfología estudia, primero hablamos de cómo separar las palabras
233680	238680	y después vimos cómo analizarla internamente, pero siempre hablábamos de palabras aisladas.
238680	247680	Acá lo que vamos a empezar a mirar es qué pasa cuando las palabras aparecen juntas.
247680	266680	Es decir, nosotros lo que vamos a hablar es de la probabilidad de una secuencia de palabras.
266680	275680	¿Por qué esto importa?
275680	281680	Porque, como ustedes bien sabrán, las palabras en el idioma pañón las aparecen solas.
281680	283680	Y no cualquier palabra sigue a otra palabra.
283680	293680	Nosotros tenemos una cantidad de reglas para expresar en el idioma que hace que el orden importe.
