start	end	text
0	24000	Bueno, el primero que vamos a hablar es de lenguajes regulares.
25000	29000	Ustedes hicieron el curso de teoría de lenguajes y este año
30000	33000	generalmente damos una introducción más teórica a lenguajes regulares.
33000	37000	Este año decidí cortar esa parte porque en realidad ustedes ya tienen
37000	44000	bastante sufrieron bastante aparada y además y compañía en todos esos temas de lenguaje regulares
44000	51000	y sus propiedades teóricas, propiedades de clausura y sus diferentes modelos
51000	56000	y vamos a dar solo un repaso acá para nivelar un poco porque son del tipo de métodos
56000	61000	que forman la base de otra cantidad y que para algunas tareas aplican directamente.
65000	70000	Y arranco con esta frase porque como yo decía creo en la primera,
70000	82000	en la primera clase Chonky por eso por 1997 mostró que el inglés no era susceptible
82000	88000	de ser representado con automata finitos y eso hizo que la investigación en este tipo
88000	91000	automata en el procedimiento de lenguaje natural se tuviera como oportunitas años.
91000	95000	Y después volvieron, ahora os voy a hablar un poquito más de eso,
95000	101000	pero que son los lenguajes regulares y me queda legísimo el teclado de acá.
101000	105000	¿Por qué nos interesan los lenguajes regulares?
105000	110000	Porque esencialmente la visto como herramienta para el procedimiento de lenguaje natural
110000	117000	son una herramienta para especificar texto mediante patrones.
117000	123000	Es decir, yo quiero especificar un conjunto de textos a través de un patrón
123000	130000	con una expresión sola y generalmente puede utilizar expresiones regulares.
130000	135000	Si yo quiero expresar todas las palabras que empiezan con C,
135000	138000	tengo que expresar de alguna forma algo como,
138000	146000	lo voy a poner en Per, digamos, C punto a Terisco.
146000	151000	Es una C seguida de cualquier cosa, cualquier cantidad de veces.
152000	154000	Ahora vamos a ver un poco más de eso.
154000	157000	Esencialmente es una forma de expresar muchas.
157000	163000	Quiero encontrar en un texto todas las palabras que empiezan con mayúscula y terminen con A.
163000	168000	Voy a poner una cosa como H, con H en mayúscula que dice,
168000	172000	cualquier cosa terminen con A.
172000	174000	¿De acuerdo?
174000	176000	Y ahí me parecen algunas cosas como, bueno,
176000	181000	nada tiene que haber no haber espacios en emé y, por ejemplo, ¿no?
181000	184000	Pero una serie de discusiones.
184000	192000	Pero lo importante es que yo puedo expresar conjuntos un patrón a través de una expresión,
192000	197000	un conjunto de texto a partir de un patrón.
197000	201000	Tienen expresividad limitada, se acuerdan de la jerarquía choque, ¿no?
201000	208000	Eso tenemos los lenguajes regulares, los lenguajes libre de contexto
208000	213000	y los lenguajes recursivamente numerables por acá fuera.
213000	217000	Los lenguajes regulares son sólo un subconjunto de los lenguajes.
217000	220000	Pero antes, ¿qué son los lenguajes? ¿Qué son los lenguajes formales?
220000	222000	¿Ese acuerdan los lenguajes formales?
222000	224000	Ahí, se acuerdan.
224000	229000	Yo tengo un alfabeto finito de símbolos, ¿sí?
229000	234000	De fin o tiras de símbolos.
234000	235000	¿De acuerdo?
235000	240000	Y los lenguajes son un subconjunto de las tiras que yo puedo formar sobre ese alfabeto.
240000	241000	Solamente eso.
241000	246000	Es un conjunto de tiras, conjunto de palabras.
246000	251000	Los lenguajes regulares sólo hay uno de los lenguajes son regulares.
251000	258000	En tanto, pueden ser expresados de la forma que lo vamos a ver ahora con este tipo de expresiones regulares.
258000	265000	O sea, no puedo expresar cualquier cosa con lenguajes regulares.
265000	271000	Por ejemplo, el ejemplo de manual es que yo no puedo expresar cosas de la forma,
271000	274000	igual cantidad deías que debes.
274000	281000	Esto no lo puedo expresar con lenguajes regulares.
281000	286000	Pero, a cambio de eso, son muy, muy, muy, muy eficientes.
286000	291000	Es decir, típicamente cuando yo quiero hacer algo,
291000	301000	hacer una búsqueda eficiente de algo en un texto,
301000	305000	si lo logros expresar esa búsqueda con una presión regular,
305000	312000	sé que lo voy a encontrar de una forma muy eficiente,
312000	315000	si lo vuelvo determinístico, incluso de orden,
315000	317000	en el largo de la palabra que te busca.
317000	320000	¿Te guardó?
320000	328000	Y son fácilmente adaptables para buscar un patrón en un corpus.
328000	332000	Si yo tengo que buscar un texto como en Unix, con grep,
332000	338000	o en un editor de texto, cuando controlo y buscar, o lo que sea,
338000	340000	si yo lo puedo especificar con un patrón,
340000	343000	generalmente nosotros ponemos una palabra que de última de sus patrón sencillos,
343000	346000	que solamente expresa una asuntira,
346000	349000	pero yo podría, casi todos los editores profesionales,
349000	352000	permiten buscar expresiones regulares.
352000	354000	Especificar esos patrónes para buscar,
354000	356000	y casi todo lo lenguaje de hecho,
356000	358000	creo que todo lo lenguaje de pronunciamiento hoy en día,
358000	361000	tienen forma de especificar expresiones regulares.
361000	364000	Por ejemplo, si yo tengo un problema de programación,
364000	366000	estoy haciendo, y quiero decir, bueno,
366000	369000	si lo que encuentro es una URL y quiero expresar una URL de alguna forma,
369000	371000	la expresó con una expresión regular,
371000	374000	no hay que escribir toda la URL del mundo o que me pueden abarcer.
374000	376000	¿Te entiende?
376000	379000	Es decir, yo estoy especificando conjuntos.
379000	383000	Y esa expresión regulares son fácilmente adaptables para buscar un corpus.
383000	386000	Ahora vamos a lo que es un corpus devolviendo todos los ocurrencia del patrón.
387000	391000	Un corpus, para expresamiento, le baja natural.
391000	394000	Es una cosa muy utilizada y nuestra base de trabajo,
394000	397000	es un conjunto de textos.
397000	400000	Nosotros llamamos corpus,
400000	404000	o el plural corpora,
404000	406000	cuando hablamos de un conjunto de textos.
406000	409000	Yo tengo un conjunto de textos, eso es un corpus.
410000	413000	Ahora vamos a volver a hablar de corpus,
414000	417000	pero por ahora lo que estamos hablando es un tengo textos.
421000	423000	Bien, ¿qué pasa?
423000	426000	Los lenguajes regulares están completamente estudiados
426000	429000	y yo diría que podrían considerarse un problema resuelto.
429000	433000	Ustedes vienen al curso material lenguajes
433000	442000	y saben lo que un ingeniero tiene que saber sobre lenguajes regulares,
442000	447000	y eso está en un libro de 1979,
447000	453000	o sea, y de hecho toda la teoría anterior al año 1970,
453000	456000	si no me equivoco.
456000	459000	O sea que están muy bien estudiados,
459000	462000	y además están desde Unix incorporados los lenguajes para la amación.
462000	470000	Unix ya venía con expresiones regulares, con C, con Greb,
471000	476000	con AWS, todos, herramientas que incluían la expresión regulares dentro.
476000	481000	Era en épocas maravillosa porque los mismos que definían la teoría
481000	483000	de la expresión regulares, los que trabajaban implementar,
483000	486000	la eso hoy ya no se ve tanto.
488000	490000	Es decir, los que estaban creando los fundamentos
490000	497000	eran los mismos riches, querrían que eran los que los implementaban en Unix.
498000	502000	Y bueno, y lo que les decía, todos los lenguajes o los inclusions.
505000	509000	Bueno, ¿y cómo son? ¿Cómo les usen las expresiones regulares?
509000	512000	Y bueno, por ejemplo, una expresión regular,
512000	518000	esto es como aparece en la expresión regulares en los lenguajes de formación,
518000	521000	que no es lo mismo que las expresiones regulares que vieron
521000	526000	en el juicio de los lenguajes que era con mucho menos operadores,
527000	532000	que permitían definirla, pero la expresidad de la misma,
532000	535000	acá es lo que hay es forma de abreviar cosas,
535000	538000	digamos, para no escribir expresiones regulares monstruosas, digamos, ¿no?
538000	541000	Entonces, hay cosas como la expresión regular cabeza,
541000	544000	encuentra el patrón acá a cabeza, la palabra en esta escrita.
546000	548000	Este signo exclamación, reconocer signo exclamación,
549000	554000	este corta velarga, ve minúcula, ve mayúscula,
554000	559000	entre corchetes es como un or, digamos, ¿si?
559000	563000	Que seguía lo mismo que buscar, va a un gongo en mi corta o va a un gongo en mi larga.
565000	569000	Esto busca A, B y O C, ¿si? Fíjese que acá es lo que está devolviendo
569000	574000	en la primera ocurrencia, eso depende como yo programé la función de buscar.
575000	579000	Número del ser al 9, hay algo que no sea mayúscula,
580000	583000	este corchete funciona como un dot,
585000	587000	y esto es que no sea una S.
590000	593000	Esto no, no voy a entrar mucho en detalle, veamos, la idea que...
593000	596000	Y acá es como el uso una búsqueda en Python, por ejemplo,
597000	600000	con la biblioteca de expresiones regulares de Python,
601000	605000	a un search del patrón, y esto se llama nuestro corpo, digamos.
606000	609000	Y ahí devuelve la ocurrencia.
610000	613000	Más cosas, ¿no?
614000	617000	ahí sí, fíjense que el símbolo de...
618000	623000	de circunflejo al final no tiene ningún significado especial,
624000	626000	y en el medio de a poco,
627000	631000	este signo de pregunta quiere decir que el carácter anterior es opcional,
633000	636000	el punto maché a cualquier carácter, etcétera.
640000	642000	Bueno, estos operadores son sintactic sugar,
642000	645000	son formas de abreviar otras cosas, digamos, ¿no?
645000	646000	Si yo pongo barra de,
646000	648000	estoy pensando en un número,
648000	650000	el ser al 9 es otra forma escribirse,
650000	652000	el 9 son facilidades, ¿no?
653000	655000	No agrega expresividad, pero vuelve la vida más fácil
655000	657000	de que está programando.
659000	661000	Y aquí hay forma de sustituir,
661000	663000	esto es utilizar un nudo,
663000	665000	y aquí hay forma de sustituir,
665000	667000	esto es utilizar un nudo,
667000	669000	y aquí hay forma de sustituir,
669000	671000	esto es utilizar una expresión en una sustitución.
678000	680000	Y casi todos los lenguajes de promoción,
680000	682000	además uno puede incluir cosas como decir,
682000	684000	quiero que lo que dice acá,
684000	687000	sea exactamente lo mismo que lo que dice acá.
