start	end	text
0	23560	Una vez que elegí en mi, con el paso 1, elegí cuántas palabras en español e usar,
23560	27760	en el paso 2 lo que voy a elegir es una lineación, una función de lineación que me dice
27760	31600	cada palabra con cuál se va a corresponder, cada palabra al lado del español, con qué palabra
31600	37360	en inglés se va a corresponder. Este modelo asume de manera muy naï que todas las
37360	44640	lineaciones que yo puedo tener son equiprobables, o sea, asume que yo voy a tener un conjunto
44640	49680	de lineaciones posibles y todas van a tener la misma probabilidad. Bien, entonces, la probabilidad
49680	55120	de elegir una lineación en particular, si yo tengo un montón de lineaciones, digamos,
55120	60140	la probabilidad de elegir una lineación en particular va a ser uno sobre la cantidad de
60140	65000	lineaciones que tengo, porque en realidad todas van a ser equiprobables. Bien, entonces,
65000	69580	¿cuántas lineaciones puedo tener entre dos oraciones, una oración en inglés que tiene
69580	73220	largo y una oración en español que tiene largo jota? ¿Cómo puedo calcular cuántas
73220	86620	lineaciones existen? Más o menos, sí, casi de la jota. Recuerden que el lado de inglés
86620	100620	yo tenía ciertas palabras, en inglés tenía la palabra E1, E2 hasta E subí y en español
100620	109020	tenía las palabras E1, E2 hasta E subjota. Entonces, yo podía trazar líneas para
109020	115940	alinear, pero además, en inglés yo siempre considerado que tenía un token null, entonces
115940	121780	todas las palabras que no estaban alineadas del lado del español y van a parar ahí. Así
121780	126400	que en inglés en realidad no tengo y posibilidades, tengo una más, tengo y más uno. Entonces,
126400	130600	¿cuántas formas tengo yo de mapear estas jota posibilidades en español con las E de
130600	136520	inglés? Exacto, y más uno de la jota, porque yo tengo y más uno opciones para la primera
136520	142120	y más uno opciones para la segunda, etcétera, hasta que yo al final. Así que son y más uno
142120	148120	a las jota lineaciones posibles.
148120	163400	Ojo, el null es como una pizadita que he oye para alinear cosas que no tienen un correspondiente,
163400	166880	o sea, yo tenía una palabra en español que...
166880	175800	Estar varias de las CF buenas alineadas de ese null, no importa en qué orden están.
176800	185520	Bien, entonces eran y más uno a las jota posibles alineaciones, por lo tanto. La probabilidad
185520	191760	de elegir una alineación A, dada la elaboración en inglés, la probabilidad de elegir una alineación
191760	198380	cualquiera, dada la oración en inglés, va a ser el producto de la probabilidad de haber
198380	204320	sorteado un valor jota primero, que era Epsilon, por la probabilidad de elegir una alineación
204360	210320	cualquiera para ese jota, que es uno sobre y más uno a la jota.
210320	215320	Bien, entonces esto lo resubimos como Epsilon sobre y más uno a la jota.
220320	226320	Epsilon sobre y más uno a la jota es la probabilidad de dada una oración en inglés,
226320	232320	elegir cierta alineación que yo voy a utilizar. Bien, ese fue el segundo paso.
232320	238320	El tercer paso es, una vez que ya tengo la alineación, voy mirando cada palabra de lado
238320	241320	en inglés y le voy poniendo una palabra correspondiente de lado español.
243320	247320	Para acá voy a sumir que yo tengo una tabla de traducción, una tabla de traducción que me dice
247320	251320	que tiene de un lado todas las palabras en español y de otro lado todas las palabras en inglés,
251320	258320	entonces mi tabla va a tener una forma como, por ejemplo, hace una tabla así,
258320	267320	de lado decir las palabras en español como banco, perro, gato y más cosas y de otro lado
267320	274320	va a tener las correspondientes en inglés como bank, bench, cat, tree y más cosas.
276320	279320	Y entonces esta tabla va a decir la probabilidad de traducir una cosa en la jota,
279320	283320	entonces banco probablemente tenga cierta probabilidad para bank y cierta probabilidad para bench,
283320	294320	0.4 y 0.6, 0.06. Y para acá no va a tener ninguna probabilidad y para tree tampoco y después perro
294320	300320	no va a tener nada de esto, pero sí después y cat va a ser 0.8 en este caso, etcétera.
300320	305320	Voy a tener una tabla bastante grande que tiene todas las posibilidades de traducir una palabra como otra.
306320	316320	Entonces, si yo tengo esa tabla lo que puedo decir es que la forma de calcular la probabilidad
316320	321320	de esa oración final que yo tradujé va a depender de cuáles son las palabras que yo elija,
321320	327320	va a depender de cuáles son las palabras que yo haya puesto dentro de mi oración para traducir.
328320	336320	Entonces, esa tabla que está ahí definida le llamamos acá en la slide aparece como tdf sux su y
336320	341320	y dice que la probabilidad de traducir la palabra su y como f sux.
343320	345320	Entonces, saca de una cosa importante.
347320	355320	Si tenemos la oración en inglés, la oración en inglés recuerdan que tenía las palabras,
355320	365320	es su 1, es su 2 hasta de su vn, la oración en español tenía las palabras, es su 1, f su 1, f su 2 hasta f su j,
365320	372320	y yo tenía en el medio una función de alineación que me decía qué palabras se correspondía con cuál.
374320	383320	Entonces, no era de su vn ni f su j, era su y y f su j.
384320	398320	Entonces, si yo tengo una palabra cualquiera dentro de la oración en español, tengo un f su j da chica,
398320	405320	dentro de la oración en español, esto se va a corresponder con algún f su y chica en la oración en inglés,
405320	406320	digamos.
406320	412320	Yo sé que esto se cumple por la función de alineación, porque agarra y mapea todas las palabras que está en español con algo que está lado del inglés.
413320	415320	Potencialmente con el doque en vacío null.
417320	423320	Bien, entonces, tengo una palabra del lado del español que es f su j y una palabra del lado del inglés que es su v.
423320	428320	¿Cuál es la relación entre ese j y su y? ¿Cómo se relaciona entre sí?
431320	434320	Yo puedo decir que el y es igual a algo de j,
434320	440320	de alguna manera.
443320	448320	La función de alineación, ahí está, o sea, el y es igual a la función de alineación aplicada j,
451320	455320	como la y, el índice de acá es igual a la función de alineación aplicada j,
455320	464320	entonces yo puedo decir que la palabra es su y es igual a la palabra su a su j,
464320	468320	así que puedo decir que en realidad los que están alineados son la palabra,
468320	472320	es f su j está alineado con la palabra e su a su j,
472320	475320	y ahí me saqué el y de encima, digamos.
475320	479320	Simplemente, itero sobre las palabras y tirándose la j,
479320	482320	puedo establecer la correspondencia entre las dos palabras.
485320	491320	Y eso es un poco lo que dice acá para terminar de armar lo que es el modelo de traducción.
491320	494320	Para terminar de armar el modelo de traducción dicen que en el tercer paso
494320	496320	yo voy a elegir cuáles son las palabras,
