start	end	text
0	16000	Música
16000	21000	Vamos hablando, primero hablamos de un formalismo
21000	28000	El de los lenguajes regulares
28000	36000	También hablamos de normalización de textos, que esencialmente, tenemos un texto
36000	40000	¿Qué texto es escrito?
40000	43000	Así como lo recibimos
43000	47000	Y lo trabajamos de forma de que sea mejor
47000	51000	Más adecuado para un su siguiente procesamiento
51000	55000	Y ahí identificamos algunas tareas, el principal de ellas
55000	59000	Lo que se llama la tokenización, que es la separación y los componentes mínimas
59000	65000	Que los humanos podrían poder identificar a las palabras
65000	69000	Hablamos algunas técnicas de tokenización
69000	75000	Y algunos de algunos
75000	82000	Algunas técnicas relacionadas, que puede facilitar dependiendo de la tarea en la que estamos
82000	85000	La tarea sigue de por ejemplo
85000	88000	Se guarda todo el minúsculo, por ejemplo
88000	95000	O o o o o o o o o o o o o o o o o o o o o o o o o o o, identificar algún tipo de entidades
95000	97000	Como por ejemplo en números
97000	99000	O las fechas
100000	106000	Toda esa área que se llama reconocimiento entidades con nombre
106000	109000	Es un mismo estornaria dentro
109000	112000	El proceso de imaginatura, porque no es un vestibial
112000	117000	Una fecha, dos números, ahorita dos números
117000	121000	Pero 18 de diciembre también es una fecha
121000	127000	Y cuando yo digo el 18 voy a ir a comer un asado
127000	130000	Este es una fecha, pero si digo en el asado al final
130000	133000	Fuf, era un 18, el 18 no es una fecha
133000	136000	Esto problema, de reconocimiento entidades con nombre
136000	137000	Esto una tarea
137000	140000	Que se realiza generalmente con un tipo de métodos
140000	142000	Que se llama de clasificación secuencial
142000	145000	Que en algunas clases lo vamos a ver
145000	149000	Esté
149000	154000	Entonces, en el grupo hemos tenido unos cuantos proyectos
154000	160000	De reconocimiento de reconocimiento de eventos
160000	163000	Los cosas un poco más general que las fechas
163000	168000	Bueno, el nombre es propio, el nombre de lugares
168000	174000	Eso podría ser parte de la normalización del texto
174000	177000	Es decir, para procesar, depende de lo que yo quiero hacer
177000	179000	Pero sí, por ejemplo, estoy haciendo la análisis
179000	182000	Intacticonoración, quiero tener el árbol de la oración
182000	185000	Es decir, a mí yo yo voy a pensar que hay un nombre propio
185000	187000	Que tiene el nombre propio, así es
187000	191000	José Luis Rodríguez, Pedro González, lo mismo
191000	193000	Me interesaría tener algo ahí
193000	195000	Que diga esto, es un nombre propio, lo que hay, ya está
195000	198000	Eso también puedes verse como parte de la normalización
198000	200000	Bueno
202000	206000	Y una cosa conexa, un poco al
206000	209000	Siguiendo que en la cascada, pero parece interesante
209000	212000	Me echó a lo acá, esto lo vamos un poco más adelante
212000	215000	Pero en la nueva versión del libro de Shurazki
215000	217000	Aparece, es junto con palabras, y parece a razón
217000	219000	Alipo que el del otro formo me quedaba descojado
219000	221000	Acá quedó un poco descojado, pero menos
221000	223000	¿Qué?
223000	226000	Saber la distancia, a mí me puedo interesar saber
226000	229000	La similitud, acaban a ver en este curso
229000	232000	Que el concepto de similitud es muy importante
232000	234000	El concepto de distancia, ¿no?
234000	239000	Si quiere decir una distancia entre palabras
239000	241000	¿Y por qué es interesante?
241000	243000	¿Por qué puede ser interesante en una ilusión de distancia
243000	245000	Entre palabras o documentos?
245000	247000	¿Por qué puede ser interesante?
247000	249000	Si yo tengo dos documentos, ¿por qué?
249000	252000	Pues es interesante conocer la distancia entre ello
252000	254000	Lo que sea que ellos sea
260000	261000	Si yo
261000	263000	Esalda mente
263000	265000	Es la aproximación primera
265000	267000	A saber si si dos documentos lo entendemos
267000	270000	Es que más o menos maneja en la misma palabra
270000	271000	¿No puedo?
271000	276000	Si quiero saber
276000	280000	Si un trabajo es plagio de otro
280000	284000	O si quiero
284000	286000	Agrupar
286000	288000	Por temas, cierto grupo
288000	290000	De hecho es la forma tradicional
290000	293000	La distancia de agrupar documentos
293000	297000	Y de hecho es algo de lo que van a tener que hacer en el laboratorio
297000	303000	Pero esto es en realidad la distancia entre
303000	306000	Buscarla y la distancia entre dos palabras
306000	308000	Es decir, palabras parecidas
308000	311000	Es útipicamente de utilidad, por ejemplo,
311000	313000	Para corrección autográfica
313000	316000	Si yo quiero sugerir lo que me quivo que
316000	320000	Si, realmente lo que vamos a meter malo de hoy
320000	323000	Y arrarle por una palabra
323000	325000	Y meter una palabra de letra antes
325000	327000	La distancia tiene que llevarlo un poco más
327000	331000	Pero el corrector de mi celular
331000	334000	generalmente hace cosas como eso
336000	338000	Entonces
338000	341000	Tenemos una forma
341000	343000	Buena de medida y la distancia, voy a decir
343000	345000	De hecho, hay una forma bastante standarda
345000	346000	De saber lo que es
346000	349000	Contando la cantidad de operaciones que llevan de una a la otra
349000	351000	Y que son operaciones
351000	352000	Insertar
352000	354000	Borrar
354000	356000	O sustituir letras
356000	357000	La guarda
357000	359000	Entonces
359000	362000	La distancia de edición mínima
362000	364000	Es justamente
364000	367000	En número de operaciones
369000	372000	En número de operaciones que yo necesito
373000	375000	Para
375000	377000	No veo nada
379000	381000	Y sí
388000	390000	En encontrar
392000	394000	La distancia de los palabras
394000	396000	No, por ejemplo, yo quiero saber la distancia entre
396000	398000	Italia y Francia de la palabra
398000	399000	No, no vale
399000	401000	No me respondan con kilómetros
401000	402000	Entonces
409000	411000	Claroamente
411000	413000	La distancia de trae
413000	414000	La distancia de edición
414000	416000	Es este
419000	421000	Es que
421000	424000	Palavram parecidas tienen un bitancia mínima
424000	425000	Y menor
425000	427000	De hecho
427000	429000	Y el número de operaciones
429000	431000	Es un poco intuitivamente
431000	434000	Si yo tengo Francia
434000	436000	Están muy cerca
436000	438000	Porque solo tengo que ser darle un aleto
438000	439000	Como ocho de Italia
439000	441000	Francia, como se le ocurre a ir de Italia
441000	442000	Francia
442000	443000	Si parto de Italia
443000	445000	Yo puedo ahorrar
445000	447000	Puedo
447000	449000	Un sertaro sustituir
449000	452000	Creo que no te decolita
459000	461000	Si te decolita
461000	463000	La distancia de edición
463000	465000	La distancia de edición
465000	467000	La distancia de edición
467000	468000	La distancia de edición
468000	469000	La distancia de edición
469000	470000	La distancia de edición
470000	471000	La distancia de edición
471000	472000	La distancia de edición
472000	473000	La distancia de edición
473000	474000	La distancia de edición
474000	475000	La distancia de edición
475000	476000	La distancia de edición
476000	477000	La distancia de edición
477000	478000	La distancia de edición
478000	480000	La distancia de edición
480000	481000	La distancia de edición
481000	482000	La distancia de edición
482000	483000	La distancia de edición
483000	484000	La distancia de edición
484000	485000	La distancia de edición
485000	486000	La distancia de edición
486000	487000	La distancia de edición
487000	488000	La distancia de edición
488000	490000	La distancia de edición
490000	491000	Cabi
492000	514000	Ac Solo
514000	516980	La C se inserta y la hilada queda.
516980	520920	Entonces, me tome a 1, 2, 3, 4 operaciones.
520920	524960	La distancia de dicción mínima entre frasitas y tanes 1, 4.
524960	528960	Suponiendo de cada operación va a y a 1.
528960	531280	Cuando cada una de estas operaciones va a y a el peso
531280	535560	de cada operación va a y a 1, eso se llama el distancia de levente.
535560	538640	La distancia de levente es la distancia de minimación
538640	542040	cuando toda la operación va a y a 1.
542040	546320	Y ustedes eran por el preso, desde el punto de vista de algoritmo
546320	548120	no parece tan fácil de hacer.
548120	556720	Uno tendría que probar todas las combinaciones, disarción y borrado y sustitución.
556720	562640	Pero de hecho, el problema es que esto te llega a lo puesto.
562640	566040	El problema puede resolver esa parte de la solución de su problema
566040	567480	en un combino natal.
567480	571400	Y eso, ustedes, si recuerdan de, bueno, no sé dónde se da ahora.
571400	577520	Suponación 13 de abajo, cuando se vejo, es un problema de operación dinámica.
577520	583160	Es un show hoy, obteniendo resultados parciales.
583160	588960	Yo utilizo esos resultados en un chart para generar el nuevo resultado.
588960	592960	Nuevas, no hace entrada y la mata llega.
592960	595360	El dinero ponemos el problema más chico.
595680	601920	De hecho, el problema de la distancia de decir minima puede resolverse a partir
601920	606120	de la solución de su problema, resulta hacer que puede resolverse.
606120	607840	Sí, ahora lo vamos a ver.
607840	614320	El método de promoción dinámica, donde yo descompongo un problema
614320	618960	en su problema es muy lo vamos a ver por lo menos 2 veces más.
618960	624040	Es que curso porque hay un algoritmo de parcin que van a ver que usa los mismos principios
624040	628000	y hay otro algoritmo de un algoritmo, pero que lo vemos en este curso
628000	630400	y que me voy a acordar en el correo de la clase.
630400	636320	O, si no, o sea, se acuerdan que era este, voy a decir cuando lo vas a presentar.
636320	637360	Pero tiene la misma idea.
637360	643680	Acuerda que acabó, hablábamos de que, de que muchos métodos se repitan.
