start	end	text
0	7000	En la clase pasado entonces lo que estuvimos viendo es fundamentalmente lo que es recuperación
7000	13120	de información como una aplicación en donde tendremos a utilizar procesamiento del
13120	23120	lenguaje natural en alguna de las tareas, que se hacen sobre todo antes o durante el proceso
23120	28440	de recuperación, los algoritmos que implementan el proceso de recuperación. Y después
28440	34160	cometamos también lo que es la extracción de información como otra disciplina diferente
34160	39240	a la recuperación que a veces entre mezclan este o se confunden y que se está hablando
39240	43680	de lo mismo y en realidad son como complementarias, ¿no? Si yo tengo un proceso de recuperación
43680	49280	de información que me recupera documentos donde se supone que está la información que
49280	55240	yo estoy buscando usuario y el proceso de extracción de información lo que hace es a partir
55240	62160	de un conjunto de documentos que se supone que son de interés extrae aquellas partes que efectivamente
62160	67320	hablan de lo que yo estoy queriendo, nada que incluso alguno comentaba que hoy se
67320	74080	pensamos en Google que solamente pone las palabras y ya te trae la porción de texto
74080	83080	donde están las palabras que vos en este ministerucán. Decíamos la extracción de información
83080	90880	es una disciplina que, típicamente, lo que hace es extraer a tributos, relaciones, el
90880	99400	perdón entidades, relaciones y eventos. Y como un mente lo que se hace es se trata de generar
99400	107520	una suerte de plantilla con pares a tributo valor donde ahí se cargan los valores de
107520	112280	los valores de los atributos, de los nombres de los atributos y el valor que tienen.
112280	119280	En función de lo que yo quiero extraer, eso genera una estructura que es, después, mucho
119280	127760	más manipulable por un usuario experto o digamos o algún sistema que después permita
127760	132680	a hacer otras cosas. Dentro de las tareas de extracción
132680	138520	de información y quedamos más o menos en eso, y este tenemos el reconocimiento de entidades
138520	144600	con nombre, la resolución de co-referencias, extracción de relaciones semánticas, entrentidades,
144600	148600	resolución y reconocimiento de expresiones temporales, asignación de relaciones semánticos
148600	157080	entre otras tareas. Lo que queríamos hoy es ver, algún ejemplo de que consiste, por ejemplo,
157080	164600	la extracción de reconocimiento de entidades con nombre.
164600	171280	Nosotros esencialmente en entidades con nombre, lo que tenemos que pensar es que,
171280	179000	típicamente, lo que uno quiere extraer, son tres grandes conjuntos. Organizaciones, personas
179000	184960	y lugares. Después uno puede seguir queriendo poniendo, poniendo el nombre de una
184960	190400	otra cosa, pero esencialmente la sentidades que tienen nombre, son algún tipo de organización,
190480	197640	algún tipo de lugar, o algún nombre de personas. Entonces, un poco acabemos el ejemplo.
197640	204840	Y vemos el ejemplo y vemos que lo que se pretenden mostrar es que ya dificultades
