start	end	text
0	26220	En la clase de hoy vamos a ver un tema nuevo que es el de los modelos del
26220	35860	lenguaje. Si ya fueran en la clase pasada, vimos que era bastante diferente, el de los
35860	44860	transductores para resolver el tema de la morfología de Taufinito, unos artefactos de
44860	55460	Taufinito que permiten resolver temas a través de un método de reglas. Yo defino reglas de
55460	64340	como se conforman las palabras, las combino de cierta forma y de esa forma resuelvo el
64340	73220	tema de convertir de la palabra a su análisis y viceversa. Y después vimos la segunda parte
73220	78420	de un método que era bastante diferente, su concepción, que es un método estadístico,
78420	86260	que lo que hacía era aplicando el modelo del canal ruidoso, aproximarse al problema de
86260	91540	corregir el rojo de ortográfico. Cuando yo hablo un modelo probabilista, lo que estoy diciendo
91540	101100	es que además de, por ejemplo, clasificar o sugerir una solución, lo que haces es asignarle
101100	108180	probabilidades a las posibles respuestas. Un método probabilista, típicamente no da una
108180	113380	respuesta, sino que devuelve una distribución de probabilidad. Si yo tengo varios eventos
113380	124180	posibles, una distribución de probabilidad es un número, entre 0 y 1, que yo asigno a cada
124180	129820	evento posible, de forma que la suma de todos los eventos de en 1, eso es lo que llamamos
129820	133900	una distribución de probabilidad. Entre 0 y 1 son todos, son todos mayores o iguales
133900	138060	que 0, menores iguales que 1 y además su suma da 1, eso es una distribución de probabilidad.
138060	142780	0, 5, 0, 25, 0, 25 es una distribución de probabilidad. Si el evento 1 tiene probabilidad
142780	147740	0, 5, el otro es 0, 25 y el otro es 0, 25, eso es una distribución de probabilidad. Si no
147740	155340	suma 1, no son una distribución de probabilidad. Y si yo, por ejemplo, tengo un evento que
155340	159340	ocurre 10 veces, si por ejemplo hago conteo de frecuencia, por ejemplo no digo hay un evento
159340	167340	1, que ocurre 10 veces, hay un evento 2, que ocurre 5 y hay un evento 3, que ocurre
167340	177660	5, eso no es una distribución de probabilidad, porque esto no está entre 0 y 1, porque no
177660	186980	suman 1. ¿Cómo hago yo para convertir esto en una distribución de probabilidad? Lo que
186980	199580	hago es dividir por el total de ocurrencia, ¿verdad? Que en este caso es 20 y eso me da la
199580	205380	proporción respecto a 1 y eso es siempre una distribución de probabilidad. Entonces,
205380	212460	se llama normalizar para obtener una probabilidad. Y ustedes lo van a ver que lo vamos a ver
212460	220020	en varias veces. El método de este de corrección utilizaba fuertemente la regla de valles
220020	228980	para modelar la situación. Hasta ahora hemos hablado en todas las cosas que hemos tratado
228980	233540	de palabras aisladas, ¿no? La morfología estudia, en primero hablamos de cómo separar
233540	237860	las palabras y después vimos cómo analizaba la intamimente, pero siempre hablábamos de palabras
237860	244380	aisladas. Acá lo que vamos a empezar a mirar es ¿qué pasa cuando las palabras aparecen
244380	259860	juntas? Es decir, nosotros lo que vamos a hablar es de la
259860	278180	probabilidad de una secuencia de palabras. ¿Por qué esto importa? Porque como ustedes bien
278180	283080	sabrán, las palabras en el idioma pañón nos aparecen solas y no cualquier palabra
283080	290080	así o otra palabra. Nosotros tenemos una cantidad de reglas para expresar en el idioma
290080	302200	que hace que el orden importe. Y de lo que se trata es ver cómo se orden, cómo tener
302200	305600	en cuenta se orden, no puede ayudar a otra estaria. Creo que con algún ejemplo lo vamos
305600	313080	a ver más claro. Primero que nada vamos a recordar a Chonky, que esto yo lo comentaba
313080	320400	en la primera clase, aquello de que Chonky dijo la noción de probabilidad de una oración
320400	328180	es completamente inútil bajo cualquier interpretación de este término y trancó por 20 años la
328180	334300	investigación hasta que apareció, Shellinet que volvió a revivir el tema de los métodos
334300	341140	probabilistas o basados en conteos para aproximárselo el problema de procedimiento en el
341140	347020	lenguaje natural. Chonky lo que decía esencialmente es cuando nosotros hacemos conteos y sacamos
347020	350940	conclusiones en base a cuenta, en base a número, en base a experiencia, que es típicamente
350940	356620	lo que vamos a ver en este caso de los enigramos. Estamos obteniendo soluciones a problemas,
356620	359860	no estamos entendiendo qué es lo que está pasando. Y eso es una discusión catalía de
359860	367940	hoy sigue, es decir, hay una famosa discusión por ahí en internet entre Chonky, esto te
367940	377340	hablando hace dos o tres años, o cinco años, entre Chonky y Peter Norby, que discute un
377340	382580	poco esto, es decir, si esto que estamos haciendo ahora y que ha tenido tan buenos resultados
382580	387100	del punto de vista de reconocimiento de labla y el procedimiento de los enigramos natural
387100	391340	es en realidad inteligencia artificial o de solamente en number crunching que no nos aporta
391340	396940	mucho. Norby en lo que le dice, bueno, de hecho, la ciencia siempre en modo menos funcionó
396940	403540	así. Bueno, entonces ¿cuál es el objetivo de lo que vamos a ver acá son de modelos
403540	407700	del lenguaje? El objetivo del modelo del lenguaje es calcular la probabilidad de una
407700	415260	secuencia palabra, es decir, ¿qué tan probable es en mi lenguaje que una secuencia se
415260	425660	es? ¿De acuerdo? ¿Para qué no puede servir eso? Bueno, imagínense que ustedes, y acabamos
425660	432260	a recordarlo otra vez el modelo del canal ruidozo, del otra vez, imagínense que tengo este
432260	442140	texto escrito, ¿sí? Y por medio de un método que no sé cuál es, tengo dos oraciones
442140	453820	candidatas, bueno, dos textos candidatos, uno que es preneva para el curso de PLN y prueba
453820	462740	para el curso de PLN. ¿De acuerdo? Y además supongamos que el método que utilicé para
462740	470940	reconocer la escritura me dice que este es más probable que este. Nosotros ¿qué vamos
470940	481860	a elegir? Vamos a elegirle abajo. ¿Por qué? Porque esto no es una palabra válida, pero
481860	490220	aun siendo una palabra válida, o aun suponiendo que fuera una palabra válida, podría darse
490220	494620	un caso donde yo identifico una palabra válida, se ponen los correcciones, aún así yo
494620	506020	podía decir bueno, pero en este lugar, en este lugar, esa palabra no calza, digamos, ¿sí
506020	511340	alguna forma yo sé? Es decir, si yo logro detectar que esta oración es más probable que
511340	517940	esta de alguna forma, eso me va a ayudar en la tarea de reconocimiento. Lo mismo pasa con el
517940	521980	reconocimiento de la habla de lo que hablamos y lo otro día con el espíritu de reconocimiento
521980	527140	y cuando yo hablo y digo una palabra, ustedes me escuchan. Entonces, los modelos de
527140	532020	nevoje sirven para ayudar en este tipo de tarea, típicamente los modelos de nevoje
532020	541940	ayudan y no tratarían. Nos abregan mucha información. Entonces, cuando nosotros hacemos
541940	550940	reconocimiento de escritura, luego lo que decimos es, ¿cuál es la probabilidad de la oración
550940	557420	origen, dada la observación que tengo? Yo tengo una observación, ¿sí? ¿Cuál es la
557420	563300	probabilidad de una oración origen? Es proporcionar a la probabilidad de la observación,
563300	572420	dada la oración por la probabilidad de la oración. ¿Y esto qué es? Eso es valles, en la rir
572420	579500	de valles. Entonces, nosotros por valles sabemos eso. Y como ven, acá aparece la noción
579500	583740	de probabilidad de la oración. Por eso es que nos interesa conocer la probabilidad de
583740	593060	las variaciones. Ahora, ¿cómo calculamos la probabilidad de la oración? Bueno, hay un ejemplo
593060	604940	más, ¿no? Por ejemplo, en la traducion automática, si tenemos estas tres candidatos, nuevamente
604940	610300	a mí me va a ayudar con conocer el orden o saber cuál es la más probable en mi linguaje.
613740	622700	En las corrección de errores, como vimos la vez pasada, hordas de botero es una secuencia
622700	641980	muy de poca probabilidad. Y pensemos un poquito. ¿Preguntemos, no? ¿Por qué? Esta
641980	648620	oración no les parece que sea muy probable. ¿Qué nos podría determinar que esta oración
648620	666460	no es muy probable? O esta, implementación a la educación ley. ¿Por qué podemos suponer
666460	678260	que esa no es probable? Bueno, a mí me ocurre en dos razones, principales o dos, pero
678260	685940	sí mansiones. ¿Una es por las sintaxis, ¿no? La sintaxis del día de mapeñón no es así. No
685940	693580	decimos educación ley, educación... ¿Por qué no? ¿Por qué no? ¿Por qué no?
693580	703460	La sección es su y de botero, como publican la verdad. Ah, bueno, ¿Precio pudiera ser un
703460	708420	suh de un tercero, ¿no? Acá seguramente lo que hay es lo que hay es un error autográfico
708420	714140	de sus gordas de botero. O sea, acá, acá tenemos un tema de sintaxis, acá no tenemos un tema
714140	721420	de sintaxis. Deberíamos conocer un poco de semántica para asociar botero que pintaba
721420	727220	mujeres gordas. Entonces, una aproximación un poco más humilde, es la segunda, es la
727220	732900	alguna aproximación más étadística, porque si nosotros, y que juega con el hecho de que
732900	736900	tenemos grandes volúmenes de texto y ahí el cambio de los modelos probabilísticos, es
736900	745500	que sus gordas de botero seguramente apareció antes en mis cuerpos de texto y hordas de botero,
745500	750740	eso es una aproximación mucho más étadística, eso es lo que vamos a hacer en los modelos
750740	755860	de negra más justamente. A partir de grande volúmenes de texto, detectar, calcular la
755860	762340	probabilidad. Es una aproximación puramente étadística, es bien salvoaje, yo no sé qué
762340	766660	estructura tiene esto, pero sé que esto no se dio nunca y que gordas de botero sí, muchas
766660	779620	veces. Entonces, les más probaré que más equivocado. A ver, relacionado con esto, ahora
779620	784060	vamos a ver por qué está relacionado, está el tema de la predicción de la siguiente
784060	795340	palabra. ¿Cuáles se imaginan que es la siguiente palabra a la primera relación? ¿Cuál
795340	803580	puede ser la siguiente palabra? ¿Quién? Para y no meten mi tío pronóstico para, qué
803580	814340	otra cosa puede ser? Para es una preposición ¿no? ¿Qué más? ¿Qué otra cosa puede
814340	826020	ser ahí? ¿Cuál por ejemplo? ¿Un pronóstico alentador? O puede decir un pronóstico terrible
826020	832780	o un pronóstico... ¿Qué otra cosa más? Hay un más común para mí. El mitío pronóstico
832780	842780	con meteorológico ¿no? A raíz de este fenómeno se sucederán tormentas, fuertes, importantes,
842780	850260	muy, no creo que ahí diga tormentas gatito ¿no? gatito no es muy probable que sea la palabra
850260	855380	siguiente. Nuevamente, ¿por qué sabemos esto? Y porque es muy raro que hay en diga tormentas
855380	865900	gatitos ¿no? Entonces, esto que tenemos acá es la posibilidad de que hay de siguiente
865900	871580	palabra. ¿Dada todas las anteriores? Si yo tengo todo el contexto lo que se llama
871580	879460	contexto, dado el contexto de la palabra que sigue acá. ¿Sí? Una de las, lo que nosotros
879460	883220	vamos a querer hacer en un modelo de lenguaje como camino para calcular la protección
883220	891220	de honoración es dado el contexto calcular la palabra. Siguiente. ¿Sí?
893220	903020	¿Rachas de viento fuerte de componente? Veremos que. Bueno, no resulta hacer que de
903020	907580	los ejemplos que yo tomé a Buenos Aires, puse viento fuerte de componente, perdón. El
907580	911660	lino me demitió pronóstico especial, o sea que le ramos, se sucederán tormentas fuertes,
911660	915420	viento fuerte, componente subo este. Por ejemplo, perdición.
919500	926020	Vamos a poner un poquito de notación antes de seguir, porque vamos a ver cómo enfrentamos
926020	930820	este problema, es decir, cómo calculamos esa protección. Un poco de notación para seguir
930820	940900	eso. Yo lo que estoy diciendo es la probabilidad de que una variable aleatoria ahí valga,
940900	945820	tome el valor con ocimiento, en este caso tendría una variable aleatoria por cada posición
945820	950860	del texto, ¿verdad? Tengo una X1 que la primera palabra ha equidó que es la segunda
950860	955860	X3, son variables aleatoria que lo variable aleatoria esencialmente un mapeo, es una
955860	966740	función que me apega, de un evento un número entre cero y un. La probabilidad, perdón.
966740	973180	Perdón, perdón. Bueno, no, mientras definí, me apega con un real y la probabilidad me
973180	978420	devuelve un número entre cero y un. Es decir, yo defino la probabilidad de una variable aleatoria
978420	985300	como la distribución de probabilidad de una variable aleatoria es la dado de los diferentes
985300	992620	valores que puede tomar, cuál es el valor de cada uno de ellos, ¿sí? Y esto cuál es
992620	999420	el rango, ¿qué valores probable tiene cada una variable aleatoria que refira palabras?
999420	1008540	El todo el vocabulario, todas las palabras diferentes que yo puedo tener. Entonces nosotros
1008540	1014100	vamos a poner estos notaciones probabilidades con ocimiento, de que la palabra sea
1014100	1027780	conocimiento. Vamos a denotar W1 a la N1N a la secuencia de palabras W1, W2, WN, por ejemplo
1027780	1034860	en una nación y vamos a decir que la vamos a hablar de la probabilidad de la secuencia
1034860	1039340	de palabras queriendo decir, bueno, la probabilidad de la que la primera sea W1, que la segunda
1039340	1047540	sea W2, etcétera. ¿De acuerdo? O sea que esta distribución de probabilidad tiene como
1047540	1057660	rango todas las secuencias posibles de palabras. O sea que si mi vocabulario es V, tengo N
1057660	1071620	y a la V, V a la N, V a la N. O sea que es enorme, especialmente, si todas las posibles
1071620	1082900	secuencias y vamos a recordar la chain rule o la regla de multiplicación de las probabilidades
1082900	1092060	que es, si yo tengo la probabilidad de una secuencia de palabras W1, WN, esto es la probabilidad
1092060	1098020	de la primera palabra, que de alguna forma la calculo, por la probabilidad de la segunda
1098020	1106120	da la primera, da que la primera, da que la primera fue W1, observen acá que no son
1106120	1111960	independientes, es decir, la palabra por definición acá, no son eventos independientes,
1111960	1117880	es decir, tengo una cierta probabilidad de que empiece con W1, la multiplicación por
1117880	1122800	la probabilidad de que la segunda sea W2, da que la primera fue W1, por la probabilidad
1122800	1130440	que la tercera sea W3, da que las dos primeras fueron uno de ahí así. ¿De acuerdo?
1130440	1138160	de esa forma con esta regla yo y al final WN la última da toda la santería, esto se
1138160	1146840	llama regla de la cadena, yo con la regla de la cadena puedo calcular la probabilidad
1146840	1154600	de una secuencia o de una oración, da la secuencia, si logro calcular estas probabilidades, o sea
1154600	1164040	si logro calcular predecir las palabras correctamente, voy a poder predecir la secuencia,
1164040	1171040	esa forma paso de la predicción al cálculo de toda la probabilidad de la oración. ¿Entienden?
1171040	1182040	Bien, entonces vamos a quedarnos con esa notación, entonces yo digo bueno, un ejemplo
1182040	1186720	¿no? Si yo quiero saber la probabilidad de viento fuerte, de componente sudeste como
1186720	1192480	el que está soplando, no sé si es componente sudeste, pero fuerte, es la probabilidad de
1192480	1197780	viento por la probabilidad de fuerte, dado viento por la probabilidad de dado viento fuerte
1197780	1211400	etcétera, ¿no? Nada menos que la regla de la cadena. Entonces yo quiero saber la última
1211400	1217040	P de sudeste, dado viento fuerte, de componente y vos con Google por ejemplo digo bueno,
1217040	1224880	fuerte, de componente aparece 9.230 veces, viento fuerte, componente sudeste aparece
1224880	1234040	347 veces, y yo entonces voy a estimar la probabilidad de esa por medio de conteos, entonces
1234040	1237840	la cantidad de veces que ha aparecido viento fuerte, componente sudeste, dividido la cantidad
1237840	1246560	de veces que aparece fuerte, componente, 347 veces dividido, no, 9.230. Aguardo, y esta
1246560	1251960	es la probabilidad de que la siguiente palabra sea sudeste, en mi estimación. Si ustedes
1251960	1260360	desfijan, esto es una probabilidad porque contando todas las palabras posibles que pueden
1260360	1267720	seguir acá, si yo logro determinar cuáles son, yo sé que van a ver 9.230, van a sumar
1267720	1274160	9.230, ¿no? En todo lo caso posible, mira todos los casos, junto a lo que son
1274160	1280680	la siguiente palabra, eso hace que como esto me va a dar 9.230, la suma de todas las
1280680	1286360	cuantidades, esto va a dar uno, entonces esto sí es una distribución de probabilidad,
1286360	1291480	entonces que estamos bien, efectivamente que yo des una probabilidad. Aguardo, esto es
1291480	1308280	lo que me dices, bueno, el 3,76% de las veces es sudeste, la siguiente palabra. Eso
1308280	1315840	que acabamos de hacer es estimar la probabilidad a partir de la frecuencia de ocurrencia en un
1315840	1322720	corpo grande, eso Google es un corpo grande, muy grande. Y eso se llama principio máximo,
1322720	1328360	pero similitud que lo vimos la de pasada, es, trato de hacer, calcular la probabilidad
1328360	1336120	en base a lo mejor posible a los datos que tengo, es decir, considero, yo estoy considerando
1336120	1341160	que los datos que tengo, es decir, el corpo de Google es una buena aproximación del mundo
1341160	1347640	real, del lenguaje en realidad, yo no sé si en realidad efectivamente cuando los seres
1347640	1357560	humanos hablamos, hay un 3,76% de probabilidad de que, después decir bien tofuerte componente,
1357560	1362440	viene sudó este, pero el corpo de Google es que es lo mejor que tengo como aproximación,
1362440	1367560	me dices eso, y eso es lo que yo utilizo, como un estimador de máxima de la similitud,
1367560	1372120	lo mejor que puedo acercarme con el corpo que tengo, eso es lo que vamos a hacer todo el
1372120	1381160	tiempo acá, calcular componentes de máxima de la similitud. Pero tenemos algún problema,
1381160	1387880	¿no? Y es, en el otro caso, dice, a raíz estos fenómenos se producirán tormentas fuertes,
1387880	1395800	la próegue fuertes, y a raíz estos fenómenos se producirán tormentas, tiene un problema,
1395800	1401880	ahí es que, nunca apareció en mi corpus, a raíz estos fenómenos se producirán tormentas,
1401880	1406520	y nunca apareció en mi corpus, a raíz estos fenómenos se producirán tormentas fuertes,
1406520	1415720	¿sí? Y eso nos da una horrible edición por cero, que queremos evitar, o sea que no
1415720	1424800	está probabilidad, ah, infinito, no sé, no está definida, esto, una pregunta, esto les parece
1424800	1431560	que es un fenómeno común o no, que nos puede pasar cuando estemos estimando, todo el tiempo,
1431560	1440520	porque por más grande que sea el corpus, el lenguaje es muy creativo, entonces tenemos que buscar
1440520	1446040	forma y además, porque estamos haciendo un conteo de palabras, de relación muy largas,
1446040	1452440	o sea que la rila de la cadena no resuelve en mi problema, porque yo, una aproximación bien
1452440	1457680	naïf para que el culo de la probabilidad de calcular toda la secuencia posible, ¿cuánta
1457680	1461320	vez se aparece la secuencia que quiero calcular en la elaboración del total de raciones,
1461320	1464920	lo cual es un disparate, pues no tengo corpus, evidentemente grande, pero esta aproximación
1464920	1471480	tampoco nos ayuda mucho, porque sigo teniendo contexto muy largo, porque si ustedes se fijan,
1471480	1477200	en la rila de la cadena, bueno, en lo que acabamos de hacer, la última probabilidad es casi
1477200	1491040	la misma que la primera, con menos una palabra, tengo que con una forma a chicar eso. Entonces,
1491040	1501560	una de las ideas fuerza para computar esta probabilidad es el lugar de tomar todas las palabras,
1501560	1512080	tomar sobre las últimas, es decir, yo me quedo con las últimas N menos un palabras, N menos
1512080	1521840	N, bueno, ¿sí? N, N, esto es en gran, ¿no? Y las otras no las considero, digo bueno,
1521840	1529320	la con, mi, mi, mi, mi humilde aproximación para que esto se pueda volver manejable, es decir,
1529320	1533080	bueno, yo en realidad solamente me importan las, solo las últimas palabras afectan en la que
1533080	1542720	voy a predecir, solo la última idea. Y de eso se tratan los modelos en grama, que utilizan
1542720	1546480	lo que se llama, eso que acabo de decir, yo llamo hipote sigue marco, hipote sigue marcoviana,
1546480	1558480	solamente las últimas palabras afectan la siguiente, hay un límite, ¿tá? Y fíjense que en la hipote
1558480	1565160	se divide grama, yo digo, cada palabra la aproximo por la anterior, simplemente, es decir, estoy
1565160	1571120	diciendo una cosa tan sencilla como la última palabra es la única, cada palabra condición
1571120	1576720	en la siguiente, pero en la anterior, ¿no? Es muy fuerte, ¿no? Y de trigramas son dos y con
1576720	1585000	N en grama son N, ¿no? Sí, con la hipote sigue divide grama, mi proviezo mucho más
1585000	1591720	sencilla que antes, porque es como, cada palabra, solo depende, vamos a mire, uno bueno, uno
1591720	1601040	no está más, pero cada palabra depende del anterior, simplemente me queda que la probabilidad
1601040	1612960	de una secuencia, es la probabilidad de la primera, por la probabilidad de la segunda
1612960	1634280	de la primera, por la probabilidad de la tercera de la segunda, etcétera, y aguardó, acá
1634280	1640520	nos falta este PW1 en esa fórmula, pero no nos preocupa demasiado porque eso lo resolvemos
1640520	1645040	poniendo una marca al comienzo de la secuencia que siempre vale uno su probabilidad, es decir
1645040	1651600	que todas las variaciones empiezan con una marca, y si no, multiplico acá, ¿no? Si no, si
1651600	1656960	lo quiere hacer de otra forma, agrega un PW, es su cero, acá y lo mismo, pero esencialmente
1656960	1661240	lo importante acá es que esto se transforma en una simple multiplicación de probabilidades
1661240	1675160	de una palabra a la anterior, y cómo hago para calcular esto, cómo puedo calcular esto acá,
1675160	1680920	cómo calcular la probabilidad de una palabra, da en anterior, contando, pero solamente
1680920	1688320	den cuenta a dos, lo cual lo vuelvo poniendo mucho más manejable, y eso es justo lo que vamos
1688320	1694280	a hacer, un modelo de lenguaje intenta predecir la próxima palabra de una oración a partir
1694280	1700920	de las n menos una anterior, y por supuesto que importa el orden en ese cálculo, ¿no?
1706520	1712600	También tenemos que plantearnos cuando hagamos los enegramos, cuando calculemos la probabilidad
1712600	1718160	en general, bueno, cosas que ya hemos conversado, ¿qué elemento vamos a contar? Sí, por
1718160	1725800	ejemplo, tengo un tema de tokenización, esta coma, la tengo que considerar un diagrama
1725800	1731080	o no la tengo que considerar un diagrama, ¿sí? La tengo que considerar un token o no la tengo
1731080	1736000	considerar un token, me interesa, bueno eso seguramente va a depender un poco de la aplicación
1736000	1742560	en la que les aplican a los que les utilizan, o tengo un cuerpo oral donde tengo
1742560	1748080	de fluencia, de fluencia, creo que ya me ha estado. ¿Qué tengo que hacer con las
1748080	1753240	mayúsculas? ¿Qué hago con la forma flexionada? Todo lo problema de la tokenización me
1753240	1758760	parece en el diagrama, es decir, esto son cascadas y amo, ¿no? Yo acabé a tener la tokenización
