start	end	text
0	23720	La clase de hoy, que espero que no sea tan larga como el asante diore, por vuestro bien yo
23720	35600	en realidad, pues seguir. Es como una especie de curso acelerado de aprendizaco tomático,
35600	45520	van realidad de clasificación. Y es una clase, esta es la que viene son clases que las agregamos
45520	50640	hace 2 o 3 años al curso, lo comento porque en realidad muestra el tipo de evolución
50640	56160	que ha tenido algunas cosas en el apabilizado tomático, en el procedimiento de la General,
56160	62840	y en particular los métodos no me hicieran la puerta ahí en mi molestia, o pueden
62840	71920	echar a lo que están en la puerta también, si quieren aprovechar, no se encanta hacer eso,
71920	83280	que está diciendo. Así que es una clases sobre metodología, sobre clasificación, sobre problemas
83280	90080	de clasificación, visto en general, ahora mueve la motivación de porque son importantes
90080	98080	para procedamiento de guazenatural lo metodeclasificación, y visto en un punto de vista metodológico,
98160	102960	esta clase más que metarse en cuáles métodos hay de clasificación, trata de verlo
102960	110960	en general, en un marco de metodología, así como aplicamos un métodeclasificación y algunos
110960	117160	detalles que aparecen que tienen en común. La clase que viene vamos a ver cómo son o cómo
117160	124800	lucen algunos métodeclasificación muy utilizados en el procedimiento de guazenatural, pero la clase
124800	140640	de guazenatural es para entender la metodología, la clasificación, y problema de clasificación
140640	148760	es muy fácil de definir, yo tengo un conjunto de un objeto, y por particular van a ver que
148760	155680	toda la clase de hoy no hablamos de la persona de la lenguaje natural. Aplica a cualquier problema
155680	159840	de clasificación, esto que estoy hablando, lo pasa que los problemas de clasificación son muy comunes,
159840	167200	por supuesto la lenguaje natural, y algunos ya lo hemos visto, pero la clasificación es, tengo un objeto,
167200	178440	tengo un conjunto de clases, discreto, pues es infinito, pues tiene que ser discreto, no
178480	183760	real, y quiero saber aquí que la se pertenece el objeto, es un problema de clasificación,
183760	189360	es la definición de problema de clasificación, si yo quiero saber el idioma de un documento,
189360	195480	es un problema de clasificación, es decir, mapeo, a este documento le digo bueno, están
195480	200480	ingleses, pañón, no, no, no, quiero saber si una palabra lleva a tille, a crítico, no,
200480	205280	el tille, a crítico, es el que no se corresponde con la sentación, sino para distinguir
205360	217200	una palabra de otro, de un uso de otro, como el de, de, de, de, de dar y el de, de, de,
217200	222200	la preposición, ¿Tá? Eso es, un problema de clasificación, te voy a la palabra y
222200	225560	vamos a tener que decir si te tille, no, te voy a, te voy a, te voy a la palabra sin tille,
225560	230960	si yo estoy corrigiendo por ejemplo, como lo hago, no sé, pero el problema de clasificación
230960	241320	es, es, saber si una oración es especulativa, o sea, si es el tipo, yo creo que tal cosa va a suceder,
241320	246760	es un problema de clasificación, yo estoy de la, la oración, y vamos a decir, si es
246760	251760	especulativo, no, como las es, y bueno, tiene un creo, entonces como, no deja hacer un problema
251760	260400	de clasificación, un whistle, es una palabra, un whistle, es una palabra que sugiere algo, pero en
260400	265640	realidad no es la firma, es, tú si es ejemplo, tuvimos un procedero grado que tentaba detectar
265640	272580	la oise, guarda, cosas como, descuentos de hasta hasta un 90 por ciento, sugiere que son de
272580	277480	enorme descuentos, pero si puedo, yo puedo hacer un después, un 5 por ciento, y eso es un, es
277480	284120	verdad, eso es una oise, el guarda, una palabra que sugiere algo que no hace, una oise, el
284120	290200	centenso, una oise bueno, bueno, si una o, una oración es una oise, el oise quiere decir
290200	294560	es como adreja, porque los como en las como adrejas se, se, se como en la parte de dentro
294560	299440	de los hueves a la cascara, de ahí en el origen del nombre, que es una oración que no tiene
299440	306160	contenido, bueno, eso es un problema de clasificación, está, como ven, acá, es lo que,
314360	325520	como, es, tengo un premulto, este, este, me mata, me mata, este, como pueden ver, el objeto son
325520	330840	dif, el objeto diferente en cada caso, no, bueno, en este es un documento, es una palabra
330840	336120	de tu narración, está, pero todas son problemas de clasificación, nosotros hemos visto
336120	342440	otro, visto otros problemas de clasificación, identificar si una, si una comentario, una
342440	349280	película positiva o negativo, en el, en el, en el corpo que tiene usted, es saber si una
349280	353400	sentencia a partir del texto que tipo de sentencia es, es un premultoificación, es un montón de
353400	361840	problemas de clasificación, por eso son tan, es pueden estar importantes de andar los metos de clasificaciones,
361840	368920	un ejemplo, histórico de clasificación es el, en, en, en, en, en, en, en, en, hay
368920	376040	esa taseta, fíjeres que es como el papá de la estadística, por eso, por los años 30, probablemente
376040	382040	la década más importante, el siglo pasado, siempre preguntan a mí, una de los que vivió en ese
382040	389440	época fue fíjero, y una de las cosas que hizo fue tomar una taseta que se existía y utilizando
389440	396600	para hacer sus análisis predicativos, sí, fíjero fue el fundador de la estadística como
396680	401320	él conocemos, que es una cosa muy nueva a la estadística, tiene menos de 100 años, como
401320	407520	él ha conocido, estadística antera, era solo en el sentido de datos números, pero no
407520	411600	es la análisis como él entendemos y que entendemos más o menos todavía es de fíjero
411600	416120	adelante, ahí otros antes, de pedir, son, es una historia muy interesante, hay un libro
416120	420320	que se llama la, la, la, la, la, la mujer que tomaba el T, que se los recomiendo porque
420320	429040	se entretenido y habla de toda la historia estadística, y bueno, y fíjero trabajó con ese
429040	435240	taseta que es muy famoso, que tiene 150, tomaron 150 flores de una especie de híz,
435240	444040	de, en la especie de híz, hay tres clases, la setosa, la versicolor y la versillica, ¿no?
444040	450200	Y lo que sí no fue tomar esas 150 flores y medir, el ancho y el largo del petalo y
450240	455440	el sepa el header de la flore, ¿no? Entonces, tenemos un da tal ser que tiene cuatro
455440	461740	atributos y una clase, ¿no? En el problema más estábamos de la explicación que
461740	472880	existe, ¿no? Sí, acá yo, el, el, ¿el, lo es ejemplo que aparece en acá, en, en, en,
472880	477200	en, como se nos encuría el nubos, son, en ejemplos de código, que usted lo van
477200	482720	en poder acceder es parte de un libro que escribimos con Raúl Garretas sobre la aprendizaje automático
482720	487240	y que tiene algunos blogos en la web, ¿ver cómo ha oído para que esto no se me apague?
491000	492400	No sé cómo hacer.
494800	501720	No sé, van a poder ver el código asociado a este, a ver la análisis de este problema donde trata de introducir eso.
501720	510720	Bueno, acá lo que tenemos es en el corpus, tenemos cuatro filtros como le decía,
510720	514720	la medida del sepa lo de la media, el ancho del sepa lo largo del petalense.
514720	517720	Y tenemos tres clases, se tosa a ver si coloró Virginia.
518720	523720	Y por ejemplo, la primera instancia, de la vez dice, bueno, tiene 5.1 centímetros de largo de sepa,
523720	528720	los 3.5 de edad de ancho y bla bla. Socuatro número, eso lo va a tributos.
529720	530720	Bueno, vuelto.
534720	538720	A veces es un poco más complicado que sólo el número.
539720	546720	A veces, yo tengo cosas como, por ejemplo, otra tasa que es el el titánico, que son los pasajeros del titánico,
546720	548720	y una cantidad de tributos.
549720	554720	Y la clase que tratamos de predecir es si...
555720	560720	Sí, el coe, el pasajero sobrevivido o no.
561720	565720	Es otro problema de clasificación. No parece demasiado útil, porque no se suede dar muy seguido,
565720	567720	los unimiento de barcos.
568720	570720	Pero si no puedes servir para hacer análisis.
571720	582720	Entonces decir, por ejemplo, si hubo algún sejo de las personas que se agaron más hombres o más clases bajas,
582720	584720	como en la película, eso.
585720	588720	Bueno, cuestión que acá tenemos un...
589720	592720	Una tasa que es un poquito más complejo, porque tiene cosas como...
593720	598720	La clase que es un escritor, o sea que es a su vez un valor discreto,
599720	601720	si sobrevivido que está acá,
602720	603720	el nombre,
604720	605720	la edad de bla bla.
606720	608720	Donde se embarcó el destino,
609720	612720	la habitación de la que estaba, el número de tíquete, el bote y el sexo.
614720	615720	Está claro.
