start	end	text
0	29080	Vamos a la clase de hoy, en la clase de hoy, seguimos avanzando en nuestro análisis del texto,
30080	34080	que hace pasadas y se acuerdan, que es que...
36080	38080	a la otra vez marcador.
41080	44080	La fecha de cima puede conseguir un nuevo juego,
44080	47080	que es verdad, estoy seguro de teniendo...
47080	52080	en la clase de pasada,
53080	56080	hablamos de...
56080	58080	de enigramas.
63080	65080	Fernando, ver a tu nombre, ¿verdad?
67080	68080	más uno.
68080	70080	Tiene más uno de los de los que vieron,
70080	71080	el otro día con la lluvia también,
71080	73080	pues me pasa en los nombres.
73080	74080	Este con el viento.
74080	76080	Bueno, hablamos de enigramas,
76080	78080	que es...
79080	81080	el repaso, rápidamente,
81080	83080	pute, lo pueden ver en OpenFing,
83080	84080	lo que no vieron,
84080	87080	es cuando hablamos de enigramas,
87080	92080	lo que tratamos de hacer es identificar la probabilidad de una oración.
92080	94080	Eso es lo que se llama un modelo de lenguaje.
94080	97080	Trato de asignarle una probabilidad de una oración
97080	99080	con el objetivo de...
100080	103080	generalmente con el objetivo de utilizar eso
103080	106080	en un contexto de masable análisis.
106080	107080	Por dar un ejemplo,
107080	111080	si yo tengo dos candidatos a traducción de una oración,
112080	114080	sí, y...
121080	124080	y mi dos candidatos son uno es este,
127080	129080	y el otro es este.
131080	133080	Esto es muy común que surjan las traducciones
133080	135080	porque el orden de la palabra entre idiomas,
135080	137080	es realmente difiere.
138080	141080	Yo puedo tener estos dos candidatos a traducción,
141080	142080	sí,
143080	147080	pero seguramente esta oración tenga una probabilidad
148080	151080	más alta que la segunda.
152080	153080	¿De acuerdo?
154080	155080	¿Por qué?
155080	157080	Porque nosotros no decimos los comentarios los huesos.
157080	158080	Y...
159080	160080	Entonces, yo,
160080	161080	si bien,
161080	163080	mi sugerencia,
163080	164080	por el...
164080	166080	en mi método de reconocimiento de traducción,
166080	167080	podría decir que,
167080	169080	la mejor candidata es esta,
169080	171080	yo, al combinarlo,
171080	172080	voy a regle de baches,
172080	173080	como vimos otra vez,
173080	176080	con una probabilidad de la oración,
176080	178080	puedo mejorar mi predicción.
179080	180080	Entonces,
180080	182080	lo modelo en el gramas esencialmente
182080	183080	lo que está tan de hacer es eso,
183080	186080	de calcular la probabilidad de una oración.
186080	187080	Y para eso,
187080	189080	lo que hacen es basarse en...
191080	194080	en las ocurrencias que hubo en un corpo,
194080	196080	y hablamos un poco la que hace pasar de corpo.
196080	197080	Y vamos a decir,
197080	199080	yo tengo grandes cantidades de texto
199080	202080	y quiero ver que tan comunes decir
202080	205080	como en perros y los perros.
206080	208080	Y a partir de la probabilidad,
208080	209080	yo,
209080	211080	calcula la probabilidad de la primera,
211080	213080	la probabilidad de la segunda,
213080	214080	la primera,
214080	217080	la probabilidad de la tercera,
217080	219080	la primera y la segunda,
219080	220080	y así,
220080	221080	y voy a calcular,
221080	223080	utilizando la rela de la cadena,
223080	225080	la probabilidad de toda la oración.
225080	226080	Porque esa es la idea de los enigrantes.
226080	228080	Me la que hace pasar de lo que vimos fue
228080	231080	como calcular todas estas probabilidades,
231080	232080	a partir de,
232080	234080	de contigo de frecuencia,
234080	235080	los corpútilizando,
235080	236080	usualmente,
236080	237080	principio de máxima,
237080	238080	pero si me quitó.
238080	239080	¿Tá?
239080	240080	Bueno,
240080	242080	la clase de hoy vamos a pasar a...
242080	244080	hay un poquito más.
244080	247080	Vamos a agregar un poco más de análisis
247080	249080	como va para chicar esto.
253080	255080	Vamos a hablar de una siguiente tarea
255080	257080	vamos a riquecer un poco más el texto.
257080	258080	Hasta ahora,
258080	261080	nosotros no habíamos agregado
261080	263080	información adicional en el texto.
263080	264080	Si te llevamos todo el texto,
264080	266080	lo que hicimos separar lo por heraciones,
266080	268080	separar las palabras,
268080	270080	sí,
270080	271080	claro,
271080	273080	cuando hicimos analisimos phológico,
273080	274080	le dimo una estructura a cada palabra.
274080	275080	Sí,
275080	277080	se puede decir que hay un año,
277080	279080	pero no hay nivel de todo el texto.
279080	280080	Es decir,
280080	282080	nosotros empezamos ahora a subir
282080	285080	el nivel de análisis y agregar más información.
285080	288080	Y una de las primeras tarea me he ocantado
288080	289080	para hacer
289080	292080	y la análisis lexico.
292080	295080	La análisis lexico consiste esencialmente
295080	296080	en...
296080	299080	se acuerdan la categoría gramatical de las palabras
299080	302080	que una palabra es un sultativo
302080	304080	determinante,
304080	306080	un adjetivo o lo que sea.
306080	307080	Sí,
307080	308080	bueno,
308080	311080	el proceso de asignarle a una palabra
311080	312080	su,
316080	318080	lo que sea más partos,
318080	319080	partos,
319080	320080	speech,
320080	321080	esto.
321080	323080	Se le llama también,
323080	325080	nosotros llamamos categoría amatical,
325080	326080	pero es muy usual,
326080	327080	llamarla así,
327080	328080	postado.
328080	329080	Sí,
329080	331080	postado.
331080	332080	Es decir,
332080	335080	la marca de partos fin de una palabra.
335080	336080	Sí,
336080	339080	los perros,
342080	345080	con men,
345080	350080	pues,
350080	353080	bueno,
353080	355080	esa marca es la categoría amatical
355080	356080	principal,
356080	362080	porque nos interesa a los homos de buenos intereses.
362080	364080	Sí?
364080	368080	Eso es un poco la idea de...
368080	371080	nos hablábamos recién.
371080	372080	Bueno,
372080	373080	bueno,
373080	375080	¿cómo podemos automatizar esta tarea?
375080	378080	¿Cómo se les ocurre en frente a esta tarea?
381080	383080	Yo tengo un texto y quiero asignarle una categoría amatical.
383080	385080	¿Qué es lo que haríamos?
388080	390080	¿Qué tenemos que empezar por hacer?
390080	392080	¿Qué es la categoría de un sitio?
392080	393080	Y en difícil,
393080	395080	define una serie de categorías que existe.
395080	396080	Eso no es trivial.
397080	400080	Cada vez que se ponen a discutir eso,
400080	403080	hay mil teorías diferentes.
403080	405080	Entonces línguítica diferente,
405080	407080	sobre todo cuando vamos a...
407080	408080	afinando,
408080	409080	pues está claro lo que es un sustantivo,
409080	410080	no sé qué,
410080	411080	pero cuando uno empieza a hablar del que
411080	413080	y el rol que cumple el que hay,
413080	414080	como ocho qué diferente,
414080	415080	y no sé qué,
415080	417080	porque cumple en diferentes roles,
417080	418080	y no sé qué,
418080	419080	no se ponen de acuerdo a los línguítices,
419080	420080	sobre qué,
420080	421080	al final,
421080	422080	lo informático,
422080	423080	lo terminó poniendo qué,
423080	424080	barraque,
424080	426080	y más le ponen una categoría matica al propio,
426080	427080	y otra cosa,
427080	428080	no sé si es lo más serio,
428080	429080	pero tal,
429080	431080	este,
431080	433080	porque,
435080	437080	porque no es lo mismo el que,
437080	438080	porque bueno,
438080	439080	más que tiene tille,
439080	440080	se quedó,
440080	441080	se quedó otro que,
441080	442080	el que es,
442080	443080	el que es,
445080	446080	además el,
446080	447080	quiero que me digas,
447080	448080	es un que,
448080	449080	y,
449080	452080	dijo que,
452080	454080	y ahí introduce una operación subordinada,
454080	456080	dijo que iba a ir otro lado,
456080	457080	es otro que,
457080	458080	y por,
458080	459080	importa,
459080	460080	pues tengo que,
460080	461080	hay que definir un conjunto de,
461080	462080	eh,
462080	463080	tal,
463080	464080	bueno,
464080	466080	y luego,
470080	471080	por ejemplo,
471080	472080	¿cómo?
472080	473080	El tabadado,
473080	474080	el tabadado,
474080	475080	el tabadado,
475080	477080	el tabadado,
477080	478080	el tabadado,
478080	479080	el tabadado,
479080	480080	el tabadado,
480080	481080	el tabadado,
481080	483080	por la forma de superpicio de hoy.
483080	485080	También, claro,
485080	487080	el que no tenemos nuestro problema de morphología,
487080	488080	pero subvongamos que no queda,
488080	489080	que sabemos el lema.
491080	492080	Entonces,
492080	493080	qué otro problema tenemos?
496080	498080	¿Juto ahí?
500080	501080	E,
501080	505080	justo ahí no tengo gran problema,
505080	506080	pero si,
506080	507080	por ejemplo,
507080	509080	aparece banco,
509080	510080	qué pasa con banco,
510080	515960	con Banco, pues he sido su tatío un verbo, ¿no? Banco de sentarse, no te Banco,
515960	522640	¿no? Las palabras son en vivoas, y las que son en vivoas son la que nos traen
522640	525560	nuestro problema, porque si no nos útos simplemente buscaría en la palabra, en un
525560	529680	dicionario le ponemos la teoría otra cosa mariposa, el gran problema que surgió
529680	535440	como en todas las tareas, la cual en la primera clase, es que tenemos en vivoedad, y como
535440	546280	podríamos llegar a resolver esa en vivoedad, como si le ocurre que yo pueda saber si
546280	560440	estoy hablando de Banco como tiempo borrador, pues te necesitas un borrador, ya que hay
560440	567320	sí en los pantológicos, pero borrador, borrador ahí no se vuelta, borrador ahí
567320	579360	los años, nadie se vayan a ver, así, y ahí marcaba esta en este en serio, y ahí atrae,
579360	589360	bueno, y cómo sabemos lo de qué pasa con Banco, qué contexto, qué es el contexto,
589440	594720	qué es el contexto, conté esto, tínde sabe lo que conté esto, las palabras que rodean a la
594720	603360	palabra, a mi palabra, el contexto son la palabra tan antes después, es decir, conté esto,
603360	616400	entonces yo sé que si dice antes, té esto que probablemente que es un verbo, porque
616400	644360	este es un verbo, porque este tí me dice que esto es un verbo,
644440	654120	puede haber dos respuestas, una vez porque si nosotros lo vamos a armar la estructura de
654120	658720	como hablamos, cuando yo digo tí que me refiero a vos, no sé qué, tí que es un
658720	668080	clítico, cuando hay un clítico antes, el verbo que viene el verbo asociado a eso,
668080	673200	asociado eso tí que haber un verbo quiero decir, esa es una explicación del punto de decir
673200	677320	normal la estructura, pero además, porque usualmente ya la clase pasada ya lo vimos con lo
677320	685880	en el grama, porque usualmente o a ocurrido que en los corpos que yo miré todas las
685880	693240	veces que apareciete y es un pebanco muchas veces o muy frecuentemente sucedía que este
693240	702380	banco era un verbo, o sea, yo aprendo de corpos anotados, no sé por qué sucede bien, pero
702380	708820	de hecho sucede mucho, entonces yo digo, bueno, entonces este verbo, este debe ser un verbo
708820	716060	porque este tí, porque hay un tí antes, no, bueno, no, no es mayormente mi mayor misterio
716060	719780	en esto y los métodos que vamos a ver de analisis se va a ser en eso justamente,
719780	730260	en deducir a partir del contexto, cuál es la categoría, levanta la vida, sí, pero podemos
730260	734420	creer más información además, esto es el análisis del gato como he pescado hecho con
734420	743640	friling, sí, y acá friling cuando cuando analiza un texto no es vuelve, no solo el
743640	759340	lema de la palabra, esto es toda una, esto se llama en etiqueta siga, que es una informato
759340	766420	justamente anotar, partos físicos, no sólo partos físinos, agregarle nuevas atributos,
766420	774140	acá es un determinante, está, si no me equivoco, quiere decir que es un artículo, pero además
774140	780380	es masculino y singular, las marcas que van apareciendo dependen de la primera, o sea, gato
780380	786120	es un nombre como un masculino singular y los otros tres pasiones lo uso y así yo lo voy
786120	799560	a especificando, bueno, comer es un verbo masculino e imperativo, me suena, sí, no, no,
799560	809320	general, no, es masculino, verbo, no sé qué se está enme, no me está enme de creer si tiene
809320	814560	creer decir algo, bueno revicende, pues la etiqueta ahí, que el podemos buscarla, que quiere
814560	823880	nada, no, no vamos, tercera persona en singular, presente, tercera persona en singular, y este
823880	828800	es el comer de la horde del imperativo, la m creo que es imperativo y este es indicativo, si no me
828800	838360	equivoco, no, pero no sé, porque estamos hablando de comer, no, comer es el lema, este
838360	844960	es indicativo, está enme, no me acuerdo ver, no, pero digamos, uno tiene una codificación
844960	850840	que le asocia, se imaginarán que mucho más difícil a notar un corto, solo el postad
850840	854320	que toda la, bueno, bueno, necesito más yo la que es de información, pero los principios
854320	858520	un momento en las mismas, es decir, acá yo lo que estoy haciendo es al mismo tiempo,
858520	865400	parto ofti, parto ofti y analisimo el fológico, bueno, justamente en el laboratorio
865400	868560	de una de las cosas que van a tener que hacer, es correcta analisis y me apéarlo a
868560	877400	las otras fituras, las universales, las universas en el parto ofti, son justamente el
877400	881800	intento, porque hay casi tantos formatos como gente que se puso ser herramientas, la historia
881800	886960	del personalmente en el Google Natural, está en una etapa en la que están convergiendo cosas,
886960	891440	digamos, como ocurre, casi toda la disciplina, se abrieron muchas, pues ya hay cada uno
