start	end	text
0	4560	Bueno, hoy vamos a ver este tema, la idea es que el otro día estoy dormiendo con Luis
4560	9960	traducción automática, que es un problema súper clásico de la área de PLN.
9960	14720	Hoy vamos a ver otro problema, capaquena está en clásico en el sentido de que no es
14720	19320	lo que se estudia en PLN desde los origenes, como era traducción.
19320	23320	Pero así se volvió ahora como un tema súper trabajado.
23320	26920	Y no sólo es el PLN, hay como...
27000	32240	Sí, en mediasiones, en otras áreas, sobre todas las más sociales que están haciendo
32240	34640	muchos trabajos de este tipo.
34640	39240	Analisis de subjetividad como tema más general, y nos vamos a centrar mucho en análisis
39240	44600	de sentimiento, que es como un problema un poquito más específico.
44600	50200	Cuando hablamos de análisis de subjetividad, las cosas que se hacen en PLN
50200	58440	son un poco todo esto que viene ahí, no, que es extraer de los textos, información bien
58440	68800	subjetiva, que se han hecho fechas, de nombres, no responden preguntas,
68800	76920	sea es realmente un trabajo que tiene su dificultad, porque es muy subjetivo y entonces
76920	81480	que si él va a una máquina también es difícil para un humano o para un conjunto de humanos
81480	90680	estar del todo de acuerdo en, por ejemplo, si algo que se está diciendo es positivo o es negativo,
90680	95600	o habla bien o habla mal, o de qué está hablando bien y sobre qué otra cosa está
95600	102320	hablando mal, o sea algo es humor o es humor, hay muchísima variabilidad, incluso en el juicio
102320	109240	de los humanos en estas tareas que estamos mostrando acá, análisis de sentimientos como
109240	114920	la que más se ha trabajado y es en la que nos vamos a tener bastante hoy, así que no
114920	120200	la comento mucho ahora, sigo del largo, porque vamos a hablar casi toda la clase de eso,
120200	125520	análisis de emociones que está muy inculada, análisis de sentimiento, pero es una tarea en
125520	135040	dónde se estudia a nivel bastante más fino, la presencia o emociones en los textos, alegría
135040	143800	tristeza en ojo, y ahora vamos a comentar un poquito más sobre esta, es como un par de
143800	148440	análisis de sentimientos, solo que el nombre análisis de sentimientos se termina usando para
148440	154840	lo que es más se hace que solamente sirse algo a positivo o en el atillo, entonces le llaman
154840	159680	análisis de emociones, esto es otro que es mucho más fino y como mucho más, con una gran
159680	165680	olareada, mucho más fuerte, fina el estudio que se hace los textos, análisis de humor, esto
165680	174040	una área también, hay adentro, hay típicamente classificación, textos, decirse un texto
174040	179200	es humorístico o no, se trabaja bastante en cuanto, en casi todo esto que está acá se trabaja
179200	185040	mucho con tweets, porque hasta hace muy poco tiempo, se podían descargar los tweets y trabajar
185040	191800	con ellos, ahora tengo el día que ya no, o sea que va a dejar de ser, la raven social
191800	199600	más analizada, pero ya existen igual muchos corbus de tweets, pensados, han notado, preparados
199600	206760	para este tipo de tareas y muchas tareas más. Bueno, entonces classificar tweets, por ejemplo,
206760	212000	de esas dos categorías son humorísticos o no son humorísticos o la intención es que
212000	218800	sea humor o una de una intención de que sea humor, también a algunos trabajos de terminar
218800	227440	que tan gracioso es un chiste, un escala, un cinco, un ejemplo, el cinco, detectar también
227440	232920	el meganismo que se usó para expresar el humor, el humor se expresa de un montón de
232920	239240	maneras diferentes, por ejemplo, ojo de baláveras, es muy curro en ningún otro, pero bueno,
239240	248080	como que la base en qué se basa ese texto para generar un efecto humorístico, hay como
248080	255320	unas categorías, muy estudiado, el tema en realidad. El tema del chiste puse ahí, pero
255320	262320	es algo así como el objetivo, el target, es un humor que está dirigido hacia no sé, personas
262320	273400	ancianas, personas de otros países, a mujeres, no sé, ahí se mezcla muchísimo el tema
273400	279600	del humor con el tema que viene después que es el discurso de odio, el racismo, la misogínea,
279600	284560	hay un montón de chistes que en realidad son muy ofensivos, el humor puede ya hacer muy ofensivo
284560	292280	y muy delveccionado a grupos particulares, eso también se estudia, dentro de todo el análisis
292280	297320	humor, hay como unas dos meganismos muy típicos que son la ironía y el sarcasmo que son muy
