start	end	text
0	6280	En la clase pasada entonces lo que estuvimos viendo es fundamentalmente lo que es
6280	11280	recuperación de información como una aplicación en donde tendemos a utilizar
11280	19080	procesamiento del lenguaje natural en alguna de las tareas que se hacen
19080	24680	sobre todo antes o durante el proceso de recuperación, los algoritmos que
24680	29960	implementan el proceso de de recuperación y después comentamos también lo
29960	34400	que es la extracción de información como otra disciplina diferente a la
34400	38920	recuperación que a veces se entre mezclan o se confunden y que se
38920	42320	está hablando de lo mismo y en realidad son como complementarias, si yo
42320	45120	tengo un proceso de recuperación de información que me recupera
45120	49680	documentos donde se supone que está la información que yo estoy
49680	54560	buscando usuario y el proceso de extracción de información lo que hace es
54560	58440	a partir de un conjunto de documentos que se supone que son de interés
58440	64520	extrae a aquellas partes que efectivamente hablan de lo que yo estoy queriendo
64520	70080	que incluso algunos comentaban que hoy si pensamos en Google que solamente
70080	74840	le ponés las palabras y ya te trae la porción de texto donde están las
74840	78200	palabras que vos estuviste buscando
78720	85560	decíamos la extracción de información es una una disciplina que
85560	91640	típicamente lo que hace es extraer atributos, relaciones, perdonentidades,
91640	100760	relaciones y eventos y comúnmente lo que se hace es se trata de generar una
100760	105440	suerte de plantilla con pares atributo valor donde ahí se cargan los
105440	111120	valores de los valores de los atributos, los nombres de los atributos y el valor que
111120	118360	tienen en función de lo que yo quiero extraer, eso genera una estructura que
118360	125920	es después mucho más manipulable por un usuario experto digamos o algún
125920	132240	sistema que después permita generar hacer otras cosas. Dentro de las tareas
132240	137400	de extracción información y quedamos más o menos en eso, este tenemos, el
137400	141200	reconocimiento de entidades con nombres, la resolución de con referencias,
141200	145040	extracción de relaciones semánticas, entre entidades, resolución y
145040	148120	reconocimiento de expresiones temporales, asignación de relaciones semánticos,
148120	155560	entre otras tareas, lo que queríamos, hoy es ver, algún ejemplo de qué
155560	160880	consiste por ejemplo en la extracción de reconocimiento de entidades con nombres.
162240	170760	Nosotros esencialmente en entidades con nombres lo que tenemos que pensar es que
170760	177120	típicamente lo que uno quiere extraer son tres grandes conjuntos, organizaciones,
177120	184760	personas y lugares. Después uno puede seguir queriendo poniéndole nombres
184760	189400	de otra cosa, pero esencialmente las entidades que tienen nombres son algún tipo de
189400	195800	organización, algún tipo de lugar o algún nombre de persona. Entonces un poco
195800	201560	acabemos el ejemplo y vemos el ejemplo y vemos que un poco lo que es lo que se
201560	208360	pretende mostrar es que ellas dificultades que se pueden presentar. Barcelona
208360	213760	autorizó noticias vieja, autorizó a Luis Suárez a viajar el lunes a Montevideo
213760	219320	para estar a la orden de la selección para los partidos discriminatorios.
221820	226920	¿Qué entidades con nombres ustedes reconocen ahí o que el sistema debería detectar?
226920	236920	Pensamos de vuelta, ¿no? Organizaciones, lugares, personas, empiezan. Luis Suárez,
237480	247600	Barcelona, Argentina, Paraguay, Montevideo, Liga española, bien, lo vemos como una
247600	258080	organización. Eliminatorias, ¿qué sería eliminatorias?
258080	266020	Eliminatorias como el partido de los partidos de la organización, ¿qué es el saberlo?
266020	273120	Sí, bien, me interesa saberlo, pero es una organización, es una persona, es un lugar.
273120	280000	Capaz que me interesa después hacer cosas, un poco justamente, el chiste es
280000	284680	borre, reconocer sentidades con nombres y después lo que vas a querer reconocer son
284680	290400	relaciones entre esas sentidades o cosas por el estilo. Pero es un paso que viene después,
290400	294560	después de que yo detecto las sentidades, empiezo a jugar, empiezo, bueno, ¿qué otra cosa
294560	299960	quiero hacer con esas sentidades? Es como un primer paso, correcto. Capaz que eliminatorias
299960	305040	me puede servir, porque quiero saber, ¿para qué, por ejemplo, para preguntar, ¿para qué
305040	310560	es que este Luis Suárez quería venir a Montevideo? Porque quería venir a jugar las eliminatorias,
311560	315440	pero eso ya entra en la siguiente etapa que sería la detección de las relaciones.
325200	332240	La segunda guerra mundial, ¿cómo lo vas a encasillar? Podría ser un evento, después vamos a hablar
332240	339560	de eventos y de las dificultades de eventos. Pero bueno, es algo que, comúnmente,
339560	344760	uno lo que tiene, o por lo menos para arrancar, o podrías llegar a tener son listas de palabras
344760	350040	que tienen todas las organizaciones, todos los nombres o que se yo. Ahí yo podría usar esas
350040	355560	listas eventualmente para desambiguar y segunda guerra mundial, ahí yo lo tomo, todo como una
355560	362840	sola entidad y es, pero que es una persona, es una organización, es un nombre. No, entonces,
362840	370120	ver cómo lo categorizas. Eso es algo que me va a interesar tenerlo determinado, pero no,
370120	375440	en principio, no es una entidad con nombre. Si viene por el lado de lo que decía el compañero
375440	385760	después de eliminatoria o las relaciones o los eventos. Exacto. Bueno, ahí están, ¿no?
385760	393200	Este Barcelona, Suárez, está, se nota, están más como ahora, vamos a saber. Ahí, en Negritas,
393200	400560	Barcelona, Montevideo, Argentina, Paraguay. Bien, en Negritas están un poquito las entidades que
400560	408480	se encontraron. Después está, encontrar las entidades, tratamos de acá, ponerle el discuito color,
408480	415720	el cuáles son nombres, cuáles son lugares y cuáles son organizaciones. En rojo organizaciones,
415720	423600	en verde, lugares y en azul nombres. Pero Barcelona es este club. Perfecto. Eso quería llegar.
