start	end	text
0	22280	Este es la segunda y última clase de introducción a la gramática del español,
22280	27040	es como empezamos a dar la clase pasado, esto es como un repaso de cosas que vieron en el
27040	32080	lice de un idioma español y algunas cosas más que probablemente no ya han visto nunca.
32080	36320	Como para nivel art de manera de que después durante el resto del curso no surjan algunas
36320	42520	dudas de que es un sintermanumina al que es un nombre etcétera. Entonces bueno, el contenido
42520	45040	que teníamos el siguiente, habíamos llegado aamos a menos hasta acá hasta que el teoría
45040	49600	sintermáticas, seguimos un poquito más, pero ahora vamos a empezar a partir de acá, y bueno
49600	53120	vimos que es una gramática, o sea que es la gramática, que es lo que estudia, que es un
53200	56560	unidades estudios, cuáles son las categorías de las palabras, las palabras se
56560	61640	podían dividir en clases de equivalencia, según su combinatoria, y bueno, veíamos categorías
61640	64960	de palabras y categorías de unidades más grandes que la palabra, que son gripitos de
64960	69480	palabras llamados sintagmas. Y ahora que vamos a ver son funciones sintágricas, estructuras
69480	74280	argumentales de los verbos y otra forma de catalogar a los constituyentes de la versión que
74280	78960	son los roles semánticos. Entonces, a modo de repaso, la definición de la asión que
78960	84400	usábamos, si bien vimos, algunas otras definiciones posibles y tal, y las estuvimos discutiendo
84400	88360	a las buenas somanas, con las que nos quedamos este, el criterio dramática y que dice
88360	92440	que una oración es un conjunto de palabras que tiene, un barro con jugado y tiene independencia
92440	96760	sintágrica, es independencia sintáctica, no la terminamos de finir en la clases anterior, pero
96760	101320	un poco la idea que vos tenés un barro con jugado, y un montón de cosas que son modificadas
101320	106800	por ese arroz, que son afectadas por ese arroz, y bueno, está todo eso con poner
106800	112200	la oración. Después vimos las categorías de palabras, hablamos de categorías dramáticales,
112200	117160	y primero hablamos de cercar las palabras del idioma que se pueden dividir en estas categorías,
117160	121200	por ejemplo, la categoría de los nombres que son objetos como casa, casa felicidad, los verbos
121200	126280	que eran, a bien, acciones o eventos, los objetivos que eran modificadores de verbos y los
126280	131280	alderrios que eran modificadores tanto de verbos, objetivos, jugadores a verbos, esos de las
131280	135480	clases abiertas y después vimos las clases arradas que son los determinantes, las preposiciones
135480	139440	de los pronombres y las con funciones. Esto es un repasor rápido de lo que estábamos
139440	145720	viendo la de pasado. Y después vimos que las palabras pueden estar solas o pueden aparecer
145720	149560	en pequeños grupos, digamos, o yo tengo una oración, empiezo a ver que se forman grupos que
149560	153320	se denomina en sintagmas, todos los sintagmas tienen un núcleo y tienen una estructura
153320	158560	interna, que es cómo se relacionan en el resto de las palabras respecto al núcleo. Entonces,
158560	162160	según cuál es ese núcleo, yo le voy a poder dar una categoría de sintagmas, si el núcleo
162160	165840	tiene un nombre, el pronunciamiento de sintagmas tiene un nombre, como en un pilo, yo diría
165840	169960	que es un sintagmanominal, por ejemplo, el estudiante ingeniería de Montevideo. Si tiene
169960	173960	un adjetivo, como muy propen, solo las infecciones respiratores en primera vera, es un
173960	178400	sintagma adjetivo, si tiene un verbo, un sintagma real, como casi compra o otro libro, por
178400	182800	equivocación, también tenemos sintagmas adoriales, bastante cerca de las cuelas o sintagmas
182800	187540	preposicionesales más hacia la derecha. Para las otras categorías, puede que exista,
187540	192420	algunos casos, de sintagmas, pero son bastante más raros, es como que van a hacer los más
192420	198780	comunes que vamos a ver. Bueno, lo que decíamos de cuál es la estructura interna de un
198780	202620	sintagma, siempre podíamos descomponer un sintagma en una estructura como esto, que es
202620	207780	una especie de arbolinario. Esto estaba basado en lo que esta teoría de la equisbarra, y bueno,
207780	212260	esto sea más sí, uno tiene un núcleo que es, en este caso, un nombre, estudiante, es un
212260	216460	nombre y se dice, bueno, esto es el núcleo del sintagma, después a eso le voy a agregar
216460	221340	un complemento, el complemento es otro grupo de palabras que ya alguna manera son requeridos
221340	228380	por el nombre, en los necesitas. Después a eso se le agrega un adjunto que el adjunto también
228380	234980	es una cosa que modifica núcleo, pero no están requeridos, es como que se podría ver
234980	239420	como que no están se manticamente importante, como el otro. Y por último, le agrego un
239420	243380	especificador que el especificador, en el caso de un sintagma nominal, el especificador tiene
243380	247820	que ser un determinante, pero si yo tengo estudiante, le voy a agregar el especificador
247820	253820	él, otra cosa que pasa en español y en un montón de idiomas es que el especificador de
253820	258300	un sintagma y el núcleo tienen que concordar por lo menos el número de género en el
258300	263980	caso de español, entonces si yo tengo la palabra estudiante que es singular, entonces tengo
263980	267860	que tener un determinante singular y le pongo a él, si yo tuviera estudiante, tendré
267860	272460	que poner un plural y le diría el dos estudiantes. Bueno, hay nada que yo agrega el especificador,
272460	277180	ahí se me arma el sintagma y queda la estructura de esa. Entonces lo díamos dicho es que
277180	283180	esta forma de descomponer un sintagma sirve para todos los tipos de sintagmas que hay y en
283180	287580	esta clase vamos a ver que también sirve para analizar la oración en sí. Y nos habíamos
287580	295540	quedado en estas live. Hayamos dicho que en una oración hay muchos sintagmas y hay algunos
295540	298700	que se denomina constituyentes. Entonces, habíamos tratado de identificar cuál es en
298700	303540	la constitución de esta oración. Primero, hayamos encontrado cuál era el barbo, el barbo de esta
303540	306980	oración que es el cual es el oro de esta oración.
309980	315100	Anunció. Anunció el barbo principal de esta oración y entonces empezaba a buscar sintagmas que aparecían,
315100	319500	entonces habíamos identificado la televisión, los próximos días, el informativo de la televisión,
319500	324420	fuertes tormentas. Había como muchos sintagmas ahí. Sin embargo, yo puedo encontrar ciertos
324420	329620	sintagmas máximales que están como directamente asociados a lo largo. Entonces, ahí yo
329620	334200	encontraba el informativo de la televisión era uno, fuertes tormentas, era otro y para los
334200	338180	próximos días era el otro. Eso es tres, decimos que son constituyentes de la oración.
340580	344780	Esto se parece algo que viene en el liceo o tiene esta relacionado con algo que viene en el
344780	349260	liceo que era, se decía que una oración estaba compuesta siempre un sujeto y un predicado.
349260	354980	Se acuerdan de eso. ¿Quién se acuerdan más o menos de haber visto su sujeto predicado
354980	361700	en el liceo? En el lico no se acuerdan. Otros, no se acuerdan de nada, pero bueno, más o menos.
361700	367020	Tiene que ver en realidad. Hay uno de esos constituyentes que identificamos, uno de esos
367020	369900	sintagmas grandes que identificamos que es el sujeto de la oración cual es.
371900	377140	El informativo de la televisión, exactamente, es el sujeto y vamos a ver que en una oración
377140	382180	siempre es un sujeto, es uno de los constituyentes, existen otros más. Pero bueno, la
382180	386780	edición es entre su sujeto y predicado es como una edición más bien básica. Yo voy a
386780	389660	identificar un sujeto y después digo, bueno, el complemento y su sujeto, todo el resto,
389660	394460	es el predicado. Se cumplía también por lo que se veía en el liceo que el predicado
394460	399820	tenía un núcleo y que era ese núcleo del predicado. Era un vergo, exacto. Entonces, en
399820	403300	este caso, si yo digo que todo el resto es el predicado, anunció fuertes tormentas,
403300	407980	para los próximos días, anunció, me queda como el núcleo de ese predicado y también
407980	411820	se decía que el sujeto tiene un núcleo, que era el núcleo de su sujeto.
413820	417540	Era un sustantío, en este caso, decimos, digamos, en este curso, estamos hablando de
417540	422220	nombre, pero es como un signónimo sustantío. Entonces, el informativo de la televisión tiene
422220	426380	un núcleo que es informativa y vista de hecho es el núcleo del sintagma. Entonces, claro,
426380	431380	es similar a lo que se habían realizado, ahora vamos a ver algo un poco más, digamos,
434260	440180	que tiene un poco más de profundidad, capaz que no muchas, pero un poquito más comunes. Entonces,
440180	444100	los constituyentes de esta razión, por ahora me creen, son el informativo de la televisión,
444100	446220	fuertes tormentas y para los próximos días.
448580	452660	Si tenemos una razión cualquiera, como sabemos cómo partirla en constituyentes, de qué manera
452660	456580	yo elijo cuáles son, porque yo lo partí de esa manera y no partí de notros en otros posibles
456580	461700	sintagmas para encontrar constituyentes. Bueno, no hay una respuesta definitiva para esto, no hay una
461700	467140	respuesta que sea exacta y no hay una receta que me permita en el 100% de los casos de detectarlo,
467140	474340	pero sí existe una serie de test que me pueden ayudar a determinar si un sintagma, un conjunto
474340	479140	de palabra que yo tengo, es un constituyente de la oración o no. Entonces, esto no nos gusta mucho
479140	483260	de los ingenieros, porque los ingenieros no gustan más las respuestas que son determinantes,
483260	487140	y yo quiero un test que realmente me puede decir en el 100% de los casos, si algo es un
487140	492180	constituyente de la oración o no, la verdad es que eso no existe, pero siguiendo más o menos
492180	497340	estos tres, en una gran cantidad de situaciones o no puede darse cuenta si algo es un determinante
497340	502220	uno. El primero que vamos a ver es el test de sustitución, algunos de estos tres
502220	507460	andan mejor otros andan peor, algunos son las vacunas situaciones y otros para otras, pero
507460	511620	bueno, vamos a tratar de darlos en poco. El primer es el test de sustitución proel nominal o
511620	516820	sustitución natural y dice que yo puedo encontrar un constituyente, yo tengo un candidato
516820	522340	constituyente de una oración, ese candidato, es un constituyente, si yo puedo sustituirlo por
522340	527180	un pro nombre y lograr una oración que tenga el mismo sentido, o que por lo menos en algunos
527180	532980	casos tengamos sentido. Por ejemplo, no quiso comprar la casa, yo digo la casa será un constituyente
532980	536860	o no. Trato de encontrar otra oración, que quiere decir lo mismo sustituyendo la casa
536860	541380	por un pro nombre, entonces yo puedo decir no quiso comprarla y en ese caso que les parece la
541380	550300	oración puede llegar del mismo sentido que la de arriba o no. Claro, falta contexto, pero en realidad
550300	553980	como que es valido en algún caso sustituirlo, oración de arriba por la de abajo, siendo
553980	558620	que sabemos que en el contexto en la refiere de la casa. Entonces bueno, en ese caso diríamos
