start	end	text
0	8360	Bueno, bienvenidos en la clase de hoy, vamos a ver el tema de redes neuronales que, bueno, es como
8360	13200	digamos el estado del arte, lo que son las cosas de procesamiento de lenguaje natural en general hoy en
13200	19240	día se resolven con redes neuronales. Entonces, es un poco para continuar con lo que debíamos
19240	23800	ya vez pasado, ¿no? Habíamos visto metos de clasificación, habíamos visto que había algunos para
23800	28080	clasificar cosas en categoría, sabía algunos secuenciales, sabía algunos que llamábamos
28080	33600	los modelos de lenguaje? Y de los métodos de clasificación en realidad vimos en profundidad
33600	37560	nadie vayes, pero vimos que había otro, por ejemplo, a la decisión, regresión logística,
37560	44720	su perfecto machines y redes neuronales. Y para los métodos secuenciales también aparecía las
44720	47680	reuniones neuronales para los modelos de lenguaje también aparecía las reuniones neuronales.
47680	50280	Entonces, como que las redes neuronales son un método muy importante que es muy
50280	54120	versatile y se usa para muchas cosas. Entonces, nos vamos a concentrar un poco, vamos a dar
54120	58680	clas una introducción a lo que son las redes y además ver cómo se usan particularmente
58680	62880	para el lenguaje. O sea, vamos a ver las técnicas de hevectores de palabras y, bueno,
62880	67480	cómo aplicar eso a precisamente el lenguaje natural. Entonces, ¿cómo empieza esto?
67480	72320	Esto empieza inspirado en esto de acá, que es una neurona biológica, ¿no? Esto lo habrán
72320	80120	visto en el deseo, en biología. Una neurona es un tipo de célula del sistema nervioso
80120	86880	de los animales, que tiene distintas partes, como se puede ver ahí, bueno, sí, voy a
86880	94320	apuntar, voy a apuntar. Abo que era con esto. Hay, tiene distintas partes, tiene como
94320	98880	uno es un nos pelitos que entran dentro del cuerpo de neurona que se llama tendridas y después tiene
98880	104720	como una especie de cola que sale de la neurona que se llama Axon y, bueno, atacan el centro,
104720	111360	tenemos lo que sería el cuerpo de la neurona, el soma. Entonces, en esas por esas
111360	117360	de enritas vienen impulsos eléctricos, las de enritas actúan como inhibidores o activadores,
117360	122760	pero vienen impulsos eléctricos, esos se condensan a dentro del soma que se el cuerpo y,
122760	126320	si se supera, cierta un braal y actividad eléctrica, entonces ya le urona dispara un solo
126320	132080	punto, pues el Axon, un solo impulso eléctrico, pues el Axon, lo manda hacia afuera. Y ese
132080	138720	Axon está conectado a otras de enritas que están en otras de bronas. Entonces, esto tiene
138720	144440	un montón de entradas, se condensan en el cuerpo de la célula de la neurona dispara un solo
144440	148080	pulso eléctrico para afuera y ese pulso eléctrico viaja a otras neuronas. Entonces, como
148080	152920	esas neuronas están conectadas en una especie de red, cada exón de una neurona está conectaba
152920	158320	las enritas de otras, entonces, la salida de una es la entrada de otras. Esto conforma una red dentro
158320	162680	del cerebro, o el sistema nervioso de los animales, y eso es lo que compoen en una
162680	167360	reneuronal, en este caso una reneuronal natural, una reneuronal biológica. Entonces, en los
167360	174280	años 40 se propuso la primera versión matemática, digamos, de cómo funciona una neurona,
174280	178840	entonces unos científicos que, disjeron, bueno, vamos a tratar de simplificar este más posible,
178840	183880	a otra verlo y generar una versión en una ecuación que trata de representar esto. Entonces,
183880	189280	ellos diseñaron esta ecuación de acá. En la cual yo dice, bueno, vamos a cambiar esta neurona
189280	194320	biológica que tenía todas estas partes y vamos a crear una especie de neurona artificial,
194320	200280	en la cual yo tengo un conjunto de entradas, un conjunto de pesos de entrada que están acá,
200280	204720	que vendrían a hacer el equivalente a las de enritas. Voy a tener impulso eléctrico de
204720	210280	entrada que son como X1, X2, X3, hasta XC, que digamos que son los inputs que va a tener
210280	215640	esa neurona. Después, en el centro lo que hago es sumarlos y en realidad lo que estoy sumando
215640	222200	es el producto entre cada impulso de entrada y el peso correspondiente. También le voy a agregar
222200	228360	un valor de cejo y después la salida le voy a pasar buena función de activación y eso me
228360	232960	va a la salida de la neurona. Bien, o sea, esta parte de las vamos a estar viendo en detalle.
232960	237600	Pero en definitiva, es como que yo tuviera esta ecuación de abajo, no? Yo tengo la sumatoria
237600	245400	de las entradas multiplicadas por pesos, a eso le sumo un cejo que se llama a ver y todo eso
245400	251280	se lo aplico una función sigma, que podemos saber un poco qué son esas funciones sigma. Entonces,
251280	257400	bien que es una, digamos, es como una ecuación lineal, o sea, la sumatoria ni de XC
257400	264520	por WSUI, más B, todo eso es una, digamos, una fórmula lineal y a eso le agregó un sigma,
264520	270600	digamos, se lo aplico un sigma que esta va a ser una función lineal. Bien, entonces, más adelante
270600	274720	para simplificar esta ecuación y para que después que es más fácil de calcular las cosas,
274720	279880	lo que se hace es decir, bueno, este valor que venimos acá está, está bien que está sumando,
279880	287080	que digamos se usa para que, como que, ahí, está bien que está acá que se usa para que
287080	292440	tengo para poder completar toda la ecuación lineal, lo que se hace es agregarle con un peso
292440	296880	más, entonces, decimos, bueno, tenemos una entrada más que vale uno y su peso correspondiente
296880	301720	es el sejo. De eso en realidad, digamos, después nos olvidamos, cuando vamos a trabajar con
301720	305600	estas cosas como que no utilizamos mucho el sejo y nos concentramos en decir, bueno, vamos a
305600	311080	tener un vector que son entradas, que son los x1 hasta quise ne y un montón de peso que son los
311080	315280	dole de uno estable de ne y adentro la neurona lo que pasa es que voy a hacer el producto interno
315280	324520	tresos entre el vector x y el vector o leve y se lo voy a pasar a la función sigma, bien, entonces,
324520	330720	esas funciones de activación sigma hay varias, o sea, al principio digamos cuando diseñaron
330720	336200	primero esta neurona, lo que se les había ocurrido primero es decir, bueno, yo lo que hago es sumar
336200	343920	todas estas, digamos, todos estos impulsos multiplicados por los pesos, los sumos y si esa suma
343920	348320	supera cierto umbral, que el umbral lo podían calcular o ocho que se agutilizaba en uno o algunas
348320	353760	esas cosas, bueno, si supera cierto umbral, entonces mando uno para afuera y si no mando ser, eso era
353760	359200	lo primero que se le ocurrió, pero bueno, después empezaron a encontrar otras funciones que
359200	364240	las mejores para poder entrenar mejores estas redes y en definitiva como que no hay mucho criterio
364240	369760	de qué restricciones tienen que tener esa función, salvo que tiene que ser derivable, tiene que ser,
369760	375320	tiene que ir como de menos a más, digamos, puede ser de 0 a 1 o de 0 más infinito o de menos infinito
375320	380560	más infinito y tiene que estar no lineas, tiene que tener algún punto de no linealidad, entonces estas son algunas
380560	385080	muy usadas, por ejemplo, la función sigma y de, o función logística que es la misma que se usa,
385080	391120	lo que estamos hablando de un rato de, digamos, el método de regreso en logística utiliza también esta
391120	398440	función, la tangente y parólica, otra, la función relo, es muy usada y la relo se define como el
398440	402840	máximo entre 0 y 7, ¿no? relo de 7, el máximo entre 0 y 7, entonces vale 0 para todos los
402840	409040	valores, excepto para cuando el, todos los valores menor que 0, pero cuando el máso que 0 vale directamente
409040	412880	el valor, estas son las funciones un poco extrañas, voy a decir que tenían que hacer todas
412880	417640	derivables y esta justo no es derivable en el punto 0, pero después de este derivado en todo el
417640	423120	resto de los reales, bueno ya hay otras más, pero estas como son como de las más utilizadas,
423120	429840	bien lo importante acá es que estas funciones de activación proven una no-lilidad, ni
429840	436960	la linearidad y vamos a ver, porque, ok, bueno entonces, vimos lo que era una negrona, imagínense
436960	447160	que en general las negronas se, se ponen como en grupos digamos y se, se distribuyen en capas
447160	451200	dentro de una red, ¿no? entonces este es un ejemplo de una de las redes neuronales más simples,
451200	456400	más simples que en realidad son útiles para algo, que se conoce como parcer trombos
456400	463120	de capa o red fíjol guard de capa, que funciona en la siente manera, nosotros tenemos todas
463120	466440	las entradas, esa que yo le decía que la centrada se quizó, una quizó, se quizó, se quizó,
466440	471960	se quizó, se quizó, se quizó y se net, sería como una primera capa de entrada y después yo ubico
471960	477240	un montón de neuronas en una segunda capa y las capas que vienen después de entrar le voy a llamar
477320	483480	capas ocultas, o sea, tengo una primera capa de entrada, esa capa lleva a una capa oculta y todas las neuronas
483480	487800	en la capa oculta están interconentadas con todas las neuronas en la capa de entrada, o sea, hay
487800	494600	este pesos que van de todas todas, después puedo tener otra segunda capa oculta, otra tercera
494600	498640	capa oculta, etcétera, hasta que lleva una última capa que también está interconentada
498640	504600	con el anterior, que es la capa de salida, bien, pero no hay en las es que vayan entre
504600	509680	la capa inicial y la capa de salida, digamos, la capa de entrada de la capa de salida, sino que siempre
509680	514840	los en las esvan entre una capa y la sienta, entonces acá yo digo que tengo un arquitectura en capas
514840	521640	donde tengo este segundo esta imagen, capa ocultas, tengo la capa oculta oculta oculta oculta oculta
521640	527680	capa y después son la capa de salida, bien, entonces esta como el arquitectura más en sí, yo tengo
527680	532480	un montón de capas, una tras de otra, y cada capa está completamente incarconentada con la anterior, pero
532560	540520	nunca saltan entre capas, bien, entonces analicemos un poco que es lo que pasa dentro de esas
540520	548320	capas y para eso vamos a dudar de mirar la capa, bien, yo tengo entonces, en esa imagen
548320	554760	es como estamos gino de la frontera entre una capa y la sienta, yo tengo la frontera de la capa
