start	end	text
0	29680	¿Qué vamos a ver hoy? Ni idea. Bien. La idea es como una clase
29680	34360	de invitada dentro del curso de introducción al presamiento del
34360	40960	lenguaje natural, dar algo de el tema de recuperación de información.
40960	46800	Pero si uno piensa en recuperación de información, ya en seguida uno asocia
46800	51840	Google, web, cosas, o vamos a ver eso. No, no vamos a ver eso. Vamos a ver los
51840	59280	inicios de la recuperación de información. Cuando todavía Internet no
59280	64680	era tal, estamos hablando de la década del 60, cuando empezaron a aparecer los
64680	70480	primeros sistemas o cuáles eran los modelos o cuáles eran los criterios para
70480	78560	construir un sistema de recuperación de documentos de información donde vamos a
78560	83160	estar comentando la filosofía totalmente distinta a lo que oí en la web.
83160	93280	Entonces, en los sistemas de recuperación de información, como le decía, en general
93280	98000	se habla de un dominio acotado, un dominio conocido y uno lo que ha tratado
98000	103080	de hacer es tratar de recuperar la mayor cantidad de documentos o de
103680	112400	información que exista en esa base documental vinculado a la necesidad del
112400	117400	usuario. Entonces, estas son algunas de las preguntas que uno se hace, ¿no?
117400	121800	¿Cómo podemos recuperar información relevante para nosotros contenida en esos
121800	126560	documentos, en esa colección de documentos? ¿Qué cosas tendrían que ser
126560	131800	representativas? ¿Qué es lo que va a identificar un documento de otro? ¿Cómo
131880	134920	se van a representar los documentos? ¿Cómo vamos a representar las consultas?
136920	142480	Si importa la estructura que tenga el documento o solamente el contenido, en
142480	145800	fin, ¿y cuál hace la relevancia asociada a cada documento?
145800	151480	Esto es un tema bien importante porque uno inevitablemente, cuando voy a estar
151480	156960	hablando, hace su paralelismo a la web. Entonces, hoy vemos, hacemos una consulta
157080	162960	en la web, en internet y siempre aparece un orden de... De alguna manera, el tipo
162960	168040	ordena, se aguna algún criterio. Entonces, en aquí estamos hablando de los
168040	173120	primeros sistemas de recuperación de base datos documentales, el tema de la
173120	177040	relevancia era muy importante y cuál sean los criterios y cómo se medía esa
177040	181880	relevancia, era sumamente clave en los primeros modelos teóricos y, bueno,
181880	184920	que después se aplicaron en los primeros sistemas de gestión documental.
185880	193200	Entonces, bueno, una breve agenda, primero introducir al tema, vamos a hablar
193200	200400	algo de los modelos de información retrieval, cuáles son las medidas para
200400	206760	evaluar la recuperación y después, muy por arriba, hablar algo de
206760	213480	indexación, que es Clare, indudablemente, por lo menos mencionar lo que sería
214040	218080	recuperación de información en la web y después se tota un tema interesante,
218080	220720	que es el tema de tracción de información, que de alguna manera es
220720	224880	como un hermano menor de la recuperación de información.
227880	232920	Entonces, para empezar a contextualizar, tres preguntas distintas. Primero,
232920	237480	veamos qué es el concepto de información, luego qué es un sistema de
237480	241240	información para, después, llegar al concepto de qué es recuperación de
241240	251320	información. Acá yo saqué un par de…, porque todos estos conceptos ya los tenemos,
251320	255480	ya los venimos manejando, más que nada para contextualizar. Estas son un par de
255480	260960	definiciones que me parecieron interesantes de la Real Academia y la otra la
260960	265640	saqué de Wikipedia. Comunicación o adquisición de conocimientos que permiten
265640	270720	ampliar o precisar los que ya se poseen. Es decir, yo ya tengo determinada idea
270720	276880	sobre algo y busco aumentar esas ideas sobre determinados conceptos o un
276880	280880	conjunto organizado de datos procesados que constituyen un mensaje que cambia el
280880	285840	estado del conocimiento del sujeto o de lo que ya conocíamos. Son como distintas
285840	290040	pero orientadas a lo mismo, tratar de profundizar o de aumentar la capacidad
290040	295800	de conocimiento sobre determinado aspecto. Entonces, sobre esa base un sistema
295800	300960	de información, también hay un par de definiciones de dos sitios, conjunto de
300960	306560	funciones o componentes relacionados que forman un todo, almacena, procesa,
306560	310640	distribuye, en fin, o un conjunto organizado de elementos que pueden ser
310640	315920	personas, datos, o sea, no asociarlo directamente a la tecnología. Un sistema
315920	321680	de información es algo que va mucho más allá del concepto de tecnología.
322640	328520	Entonces, cualidades de un sistema de información debe ser preciso, o sea, la
328520	335720	información que contenga debe estar clara y contundente de lo que se
335720	345120	pretende representar. Hay un tema de oportunidad que tiene que ver con el
345120	349440	momento en que sucede un determinado hecho y el momento en que ese documento
349480	358520	que refleja a ese hecho es puesto a disposición del sistema. Otra cualidad es
358520	363520	el hecho de sea completo, si bien la completitud absoluta no existe. Bueno,
363520	368640	la idea es que cuando yo recupere un sistema, trate de recuperar absolutamente
368640	375040	todo lo relevante que a mí me interesa contenido en el sistema, ya que no me
375040	380720	queden cosas por recuperar vinculados a lo que yo quiero. Este, bueno, que tenga
380720	385360	contenido semántico, que la información sea coherente, o sea, un tema de
385360	392720	integridad de la información y, bueno, los aspectos de seguridad que no se
392720	400520	pierdan, digamos, con el tiempo. Algunos ejemplos, a casi uno ya orientado a
400560	404880	sistemas de información pensando en tecnología, bueno, son los sistemas
404880	413760	transaccionales, hay cualquiera de lo que va un GRP a un sistema de gestión de
413760	419680	archivos, soporte a partir de ahí, uno genera un montón de información, entonces
419680	424600	esa información existe en otros tipos de sistemas que serían los sistemas para
424600	429120	tomar decisiones, basados en datawareja o jugos, etcétera. Pensamos al día de hoy.
429560	435160	O los sistemas basados en conocimiento, que a gran derrago podemos enumerar como
435160	440200	sistemas expertos. Estos son simplemente algunos ejemplos que se basan en grandes
440200	447040	bases de conocimiento. Entonces, podemos clasificarlos en dos tipos.
447040	453680	A veces hablamos de sistemas de base de datos o de gestión de datos, de gestión de
453680	458320	datos o sistemas de recuperación de información, porque un poco lo que yo
458360	462920	quiero es tratar de mostrar la diferencia entre datos e información.
465920	470760	Nada, una definición para fijar ideas, un sistema de gestión de base de datos,
470760	474520	bueno, un software dedicado a servir de interface entre la base de datos, el
474520	477760	usuario, las aplicaciones, tiene un lenguaje de definición de datos, un lenguaje
477760	478840	de consulta, etcétera.
478840	487840	Bien, yendo a recuperación de información, también un par de definiciones,
487840	493280	la básica de Wikipedia, ciencia de la búsqueda de información en documentos,
493280	497600	la búsqueda de los documentos, de metadatos que describan esos documentos,
497600	505960	en fin. Y me interesa, porque rescatar la definición de Salton, porque Salton es un
505960	510760	poco considerado el padre de la recuperación de información, disciplina
510760	514720	encargada de la representación, porque aparte contextualiza bien el concepto,
514720	520480	de la representación, el almacenamiento, la organización y su posterior acceso y
520480	527160	recuperación de esa información. Entonces, en los sistemas de recuperación de
527160	533200	información, el objetivo es muy simple, tengo un conjunto de documentos, tengo un
533280	540040	usuario, con una cierta, quiere investigar o quiere averiguar algo sobre
540040	546600	determinado tema, y sisto, estamos pensando en conjuntos, no en la web que es heterogénea,
546600	552160	sino en un conjunto de documentos homogéneo, y bueno, y nada, ayudarse de herramientas
552160	561720	tecnológicas. Entonces, lo que decía recién, distinguamos lo que es recuperar
561720	568160	datos de recuperar información. Decíamos en un sistema de base datos, yo tengo un
568160	575280	lenguaje de manipulación, por ejemplo, de SQL, que busca padrón, valor, de una
575280	579640	tabla que se llama padrón, es que tengan mayores a tal valor. En los sistemas de
579640	586680	base datos, yo sé exactamente lo que quiero y tengo o debería de tener el
586760	593600	conocimiento, el usuario tiene el conocimiento para precisar exactamente el
593600	602880	tipo de datos que quieres traer. Cuando yo formulo una consulta en los sistemas de
602880	607040	recuperación de información, quiero saber sobre equipos uruguayos clasificados a
607040	613280	las copas internacionales en la última década. ¿Qué me voy a traer eso?
617400	618680	¿Qué me debería de traer?
621400	622960	Sí, ¿de qué?
628120	634840	Me va a traer de los equipos de basquebol, de los equipos de fútbol, no estoy, es decir, la
634840	641960	consulta es bien distinta cuando yo conozco las tablas, la estructura, mientras en el otro lado
641960	648000	es, si yo no lo soy lo suficientemente preciso para expresar lo que yo necesito, el
648000	651600	tipo lo sabe y me va a recuperar todo lo que hable de lo que estoy diciendo ahí.
655800	661720	Bueno, claro, pero si yo, sobre lo mismo, no lo decíamos, bueno, no lo mismo, el
661720	666160	dominio de la biología, yo voy a decir el dominio deportivo, entonces acá tenemos,
666200	670040	¿entendés el problema? Esencialmente es eso.
672120	681400	Entonces, un cuadrito que de alguna manera muestra un esquema de diferencia entre los dos grandes
681400	687560	sistemas, en el de base de datos estamos pensando en un modelo esencialmente de tablas, un modelo
687560	694920	relacional donde los objetos son tablas, un modelo estructurado, acá en los sistemas de
694960	702520	recuperación son documentos, es texto, no es estructurado, la operación básica es la misma,
702520	706560	es recuperación, de alguna manera lo que decíamos recién, es determinista en el sentido de yo,
706560	714000	se lee padrón y valor, voy directamente al campo que quiero recuperar, en el otro lado con cierto,
714000	720360	puse probabilístico, con cierto grado de, no sé, de certeza me va a devolver, capaz que lo que
720360	726640	quiero, más alguna otra cosa que tendré que ver como lo filtro, etcétera. Las consultas
726640	735080	son ambiguas y bueno, lo que veíamos recién, al utilizar lenguaje natural en los sistemas
735080	743360	de recuperación de información, la consulta puede ser ambigua y bueno, y la base es lo mismo,
744360	752040	y este esquema de alguna manera plantea muy a grandes rasgos lo que es todo el proceso de un
752040	758920	sistema de information retrieval, tengo usuario y por un lado tengo la base de documentos,
758920	768840	en cualquiera de los dos casos se realiza un procedimiento por el cual el usuario se realiza
768840	774240	determinado tipo de operaciones sobre las consultas, antes de largar la búsqueda,
774240	778920	después vamos a profundizar un poquito más, pero por ejemplo, cosas que seguramente ya
