start	end	text
0	27640	Vamos a tener, vamos a terminar de ponernos al guía, espero con luego de la dos clase que
28560	41240	que suprendimos por la zona es fuerza mayor y va a hacer un poquito larga y vamos a hablar de dos temas
41240	48920	bien diferentes, si yo hubiera que planificar, bueno, de hecho tengo que planificar, pero no tengo más gente,
48920	55720	no pondría todos temas en la misma clase, porque son dos temas bien, bien, bien diferentes y capaz que es
55720	60760	interesante marcar cuando lo veamos y ese puede ser un valor agregado, la diferencia entre los dos de
60760	68320	el punto de vista de los métodos utilizados, vamos a ver dos, dos, dos temas uno va a ser,
68320	77640	se acuerdan que la clase pasada hablamos de morphología, no, va, y trabajimos un formalismo que es el
77640	82880	de los transladores de todo finito y su alge y su bien dicho, su alge era expresiones regulares,
82880	90520	es tendida a relaciones, se acuerdan que, así como teníamos una algebra de expresiones regulares para
90520	95840	los lenguajes, ahora teníamos una algebra de expresión regulares para los transladores, para
95840	103320	las relaciones en realidad, que eran computadas por los, por los transladores de todo finito, y
103320	108120	pues introdujimos un problema que era el de la morphología, es decir, encontrar la estructura interna
108200	117520	de las palabras, dado una palabra, analizar su estructura y devolver su estructura interna y dice
117520	122200	versas, es una cosa más analicil, la otra esa más generación, dice, vas a crecir, yo te de la estructura
122200	129400	y me da la palabra, sí, y vimos un poco que la morphología dependía un poco de los lenguajes,
129400	139760	pero que, esencialmente, de lo que se trataba era de tener, o que podía modelar, sí, como
139760	147020	la licitencia de raíces, que eran los morfemas, la palabra estaba de 10 morfemas y que son
147020	153560	morfemas se devían en dos, en raíces que son lo que contenían, la mayor parte del significado
153560	158480	de la palabra, la porción de la palabra que tiene la mayor parte significado y los afijos,
159200	165220	que esencialmente, o por lo menos para, para nuestro idioma son dos, son prefijos y sufijos,
165220	172840	prefijo ganantes, sufijos guanda, tal, en la clase de hoy lo vamos a ver, en la primera parte,
172840	183480	es justamente la comien, como los transductores o la algebra de de estado finito, no sirve para
183480	187640	modelar los problemas de morfología, pero los problemas de análisis y generaciones,
187640	194880	algunas ventajas que ya vimos que los transductores tienen y como se aplican a esto, este método
194880	212320	es un método esencialmente determinista o orientado a reglas, reglas, a Venezuela,
212320	218040	más que determinista, me decir, van a ver que mi solución consiste en, bueno, dado una palabra,
