start	end	text
0	21640	La clase de hoy y la clase que viene vamos a dar el tema de traducción automática.
21640	30040	Por esto que se conoce como la nota de Weaver, o el memorando de Weaver,
30040	36600	Warren Weaver era un matemático norteamericano de primera mitad de siglo XX, y el tipo
36600	41000	trabajó durante la guerra especialmente en cosas de criptografía, análisis estadístico,
41000	45280	de código etcétera, entonces en un momento dijo lo siguiente, dijo es muy tentador decir que
45280	49880	un libro escrito en China es simplemente un libro escrito en inglés que ha sido codificado
49880	53960	en el código China. Si tenemos métodos útiles para resolver casi cualquier problema
53960	57680	criptográfico, no será que con la interpretación apropiada ya tendríamos métodos útiles
57680	67520	para traducción. El opinaba digamos en este memorando que los códigos o los métodos que se
67520	71680	utilizan para romper código criptográfico, que son métodos estadísticos se podían aplicar
71680	76640	al problema de la traducción automática. Y bueno esto introduce alguna cidad clave como que
76720	82400	puede existir un mapeo automático entre un lenguaje y otro, y que codificarlo de codificar
82400	88400	en un lenguaje de sanálogo, codificado de codificar en un acorismo criptográfico.
88400	93880	Y bueno está, el tiro de esa idea de 1990, tomó como 50 años para que esa idea
93880	99720	madurara digamos y después de 50 años los métodos más utilizados, hoy en día son
99720	104360	métodos estadísticos que se basan un poco en estos principios, pero claro en esa
104360	110080	época era como muy difícil lugar que era lo que iba a ocurrir. Entonces bueno vamos a
110080	113840	ver un poco esta esta la agenda de lo que vamos a mirar, vamos a llegar a un menos hasta
113840	119200	la mitad hoy y después la clase siguiente y empecemos con un poco de historia de lo que
119200	123920	la traducción automática, esto empezó como muchas otras tecnologías como una tecnología militar
123920	128600	con fines militares, inicialmente era de una de la carrera fría, era resultado de interés
128600	134040	traducir rápidamente y abajo costa traducir entre el ruso del inglés, digamos la
134040	138560	laldo, norteamericanos, les convenía, puede traducir entre el inglés y el ruso y bueno en
138560	141600	aquella época se imaginan lo que era los inicios de la computación, las computadoras
141600	145600	serán caras en las lentes, no tenía mucho podero el computador, pero igual había como
145600	148640	mucho optimismo, de que en poco tiempo se iba a poder resolver los problemas y vamos a
148640	154920	tener sistemas que llevan a traducir barbaro, y bueno verá más o menos la época de desarrollo
154920	159440	de la lingüística comutacional, inspirado un poco en las teorías de Chonsky, estaba la idea
159440	163320	que se podía escribir reglas para todo y que se a partir de eso se podría llegar a hacer
163320	170640	cosas muy buenas, en particular para la traducción, hasta que en 1994 pareció el reporte
170640	175320	al pat, al pat que era un comité que estaba estudiando, golecía en los avances, en
175320	179960	inguística computacional, porque se estaba poniendo mucha plata en muchas esas cosas, y eso
179960	184040	se mostraba un esepdicos acerca de la traducción automática, acerca de los logros, se habían
184040	189240	logrado después de todos esos años de metar plata, y decía bueno, pero se puso mucho dinero,
189240	192680	pasó en el pasado muchos años, pero todavía los humanos lo hacen más barato, con
192680	197600	mayor precisión, más rápido, entonces, como que para que estamos gastando en esto, como
197600	201440	resultado de eso, hubo un recorte de fondos, especialmente en Estados Unidos, para todo lo
201440	205120	que es traducción automática, ahí esto fue parte de lo que se conoció como el invierno
205120	209520	de la inteligencia artificial, que un montón de proyecto de inteligencia artificial, también
209520	214320	no tenía buenos resultados, entonces he paro la financiación que había para todo eso durante
214320	218180	unos cuantos años, entonces se detuvo desarrollando unas cuantas cosas durante unos cuantos
218180	224420	años, y bueno, después empezaron a resurgir de apoco, pero después de esto, digamos, en
224420	229860	los 70 y hasta los 90 más o menos, eso logró que la investigación se frenaron, un poco
229860	232900	en Estados Unidos, pero empezaron a aparecer en otros lados del mundo, como por ejemplo,
232900	238460	neuropa o en Japón, y ahí empezó llano con files bélicos, sino más bien con fines comerciales,
238460	244260	entonces había necesidad de tener traducciones o por lo menos darso porte a los traducciones
244260	249460	humanos, con algunas traducciones, aunque no estuvieran del todo bien, pero bueno, dar a algunas traducciones
249460	252980	de inicio, para que los traducciones pudieran los traducciones humanos, pudieran continuar,
252980	256140	además, las computadoras empezaron a dejar de precio, a tener mayor poder de computo,
256140	262300	y esta fue como la era de héroe de los sistemas de traducción basados en reglas, digamos
262300	265980	acá en los ejemplos, sistemas distranques, todavía se desarrolla, aunque ya no está completamente
265980	273340	basados en reglas, y bueno, el sistema que se realizaron en Japón y en Europa, y bueno,
273420	279500	o sea, estos sistemas tenían fines comerciales y no tanto fines militares, pero bueno,
279500	284740	a fines de los 90, después del 2000, en adelante empezaron a dejarse de usar un poco los sistemas
284740	289300	basados en reglas porque empezó a haber mayor poder de computo y mayor cantidad de datos
289300	295340	disponibles, especialmente con la aparición de internet, empezaron a haber muchísimos datos de texto
295340	300900	disponibles, y eso permitía construir buenos modelos estadísticos que pudieran explotar las
300900	304980	regularidades de los idiomas, entonces aparecieron distintos tipos de modelos estadísticos,
304980	308420	los primeros, los que llamamos traducciones automáticas estadísticos, el otro traducción
308420	312540	basado en ejemplos, y apareció en las primeras aplicaciones comerciales que funcionaban bien
312540	317260	que utilizaban modelos estadísticos, la primera fue el engochujudor, y después los traductores
317260	321700	que más conocemos hoy en día, el Bing Translate de Microsoft, y bueno, el Google Translate,
321700	326340	que probablemente lo conozcan, lo ha se ha nosado en algún momento, y son traductores que
326420	331740	la verdad que hoy en día se puede decir que funcionan bastante bien, entonces bueno, los métodos
331740	336300	estadísticos empezaron su boom alrededor de la year 2000 y siguen siendo el estado del arte,
338300	342180	pero bueno, primero vamos a ver un poco de lo que son los sistemas basados en reglas que eran
342180	349780	estos primeros sistemas que mencionamos antes, en 1980, un investigador de traducción automática
349860	355220	se llamaba Bernardo Boquá, y son relegamiento de todos los sistemas que se habían construido,
355220	361540	mas o menos por la época, y los clasificotos dentro de este diagrama, el dibujo triángulo que
361540	366100	ahora se llama el triángulo de Boquá, y bueno, en este triángulo se ubican los distintos tipos
366100	370940	de sistemas de traducción basados en reglas, se pone como escalones dentro de este triángulo,
371940	376260	y los lados del triángulo tienen como desintente de apretación, el lado izquierdo, si yo voy
376260	381300	subiendo por este lado, en realidad lo que aumenta es la cantidad o el esfuerzo de análisis que
381300	385140	debe acargar del lenguaje origen, yo siempre quiero traducir el lenguaje origen o el lenguaje destino,
385140	389700	bueno, entonces de este lado aumenta el esfuerzo de traducción del lenguaje origen, y si voy bajando
389700	394300	del lado derecho aumenta, bueno, si voy subiendo el lado derecho, quiero decir, aumenta el esfuerzo
394300	402700	de generación en el lenguaje destino, entonces ¿qué quiere decir esto? yo ubico distintos sistemas de traducción,
403380	408060	la traducción directa es simplemente buscar el diccionario de las palabras, si traducir palabra palabra
408060	413580	con poca información más, entonces eso casi no necesita ningún tipo de análisis y casi no necesita
413580	419220	generación, pero para que son de bien, yo necesito ponerle muchas ganas a las reglas,
419220	422940	o sea, las reglas de traducción tienen que ser muy buenas y tienen que tomar en cuenta muchos casos
422940	427780	para que esa traducción llega a ser buena, entonces es como que la flecha de la transferencia,
427780	431700	la flecha de la traducción es mucho más larga, en cambio, si yo hago un poco de análisis,
431700	437140	por ejemplo, lleva hasta el nivel de análisis intactico, tengo un parcer, puedo escribir otro tipo de reglas
437140	441340	que pueden ser un poco más expresivo, me resulta un poco más fácil y después, si tengo un generador,
441340	447700	puedo llegar a traducir, entonces si sigo subiendo de vuelta voy a necesitar mayor esfuerzo de análisis de generación,
447700	452820	pero las reglas pueden ser más expresivas y más fácil de escribir y probablemente la traducción sea mejor,
453500	461660	hasta que si llegamos al lo artista del triángulo, llegamos al interlingo, que es una especie de noción en la cual no necesito ningún tipo de transferencia,
461660	469700	vamos a ver un poco dentro de un rato de que se trata eso, pero bueno, empecemos a ver los distintos niveles de este triángulo de focoa,
